   n, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time, heap_cmp, heap_swaps, heap_time, quick_cmp, quick_swaps, quick_time
 368,           548,             182,            995,           ,             ,            ,     5413,       3046,      4987,      3590,         525,       2991
 369,           550,             183,              0,           ,             ,            ,     5430,       3053,      7978,      3310,         537,       5984
 370,           551,             183,            998,           ,             ,            ,     5453,       3072,      7978,      3542,         539,       4006
 371,           552,             183,            993,           ,             ,            ,     5467,       3081,      5985,      3589,         543,       3990
 372,           553,             183,            996,           ,             ,            ,     5488,       3091,      4986,      3411,         550,       2991
 373,           555,             184,            997,           ,             ,            ,     5509,       3096,      4986,      3639,         564,       4986
 374,           556,             184,              0,           ,             ,            ,     5518,       3110,      7979,      3590,         550,       5983
 375,           557,             184,            997,           ,             ,            ,     5539,       3121,      4985,      3617,         558,       3989
 376,           559,             185,              0,           ,             ,            ,     5556,       3124,     10971,      3621,         549,       4921
 377,           562,             187,              0,           ,             ,            ,     5575,       3133,      7978,      4614,         553,       3988
 378,           566,             190,              0,           ,             ,            ,     5594,       3144,      7979,      3457,         552,       4134
 379,           568,             191,           1849,           ,             ,            ,     5616,       3159,      7978,      4034,         563,       2992
 380,           569,             191,            997,           ,             ,            ,     5630,       3171,      4986,      3497,         555,       1994
 381,           570,             191,              0,           ,             ,            ,     5646,       3177,      7208,      3490,         553,       2764
 382,           572,             192,            997,           ,             ,            ,     5666,       3186,      4987,      3820,         560,       2992
 383,           573,             192,              0,           ,             ,            ,     5686,       3203,      4986,      3780,         570,       2992
 384,           576,             194,              0,           ,             ,            ,     5696,       3207,      4986,      3762,         578,       3989
 385,           577,             194,            997,           ,             ,            ,     5722,       3223,      3989,      4125,         555,       2992
 386,           578,             194,              0,           ,             ,            ,     5733,       3226,      5984,      3399,         575,       2991
 387,           579,             194,            997,           ,             ,            ,     5744,       3229,      5984,      3918,         568,       3989
 388,           580,             194,            997,           ,             ,            ,     5762,       3248,      6980,      3787,         580,       1994
 389,           582,             195,              0,           ,             ,            ,     5786,       3254,      5984,      3437,         580,       2992
 390,           585,             197,              0,           ,             ,            ,     5803,       3266,      8975,      3555,         574,       2992
 391,           586,             197,            997,           ,             ,            ,     5823,       3279,      4987,      3633,         560,       1994
 392,           588,             198,              0,           ,             ,            ,     5840,       3288,      6981,      4330,         579,       4986
 393,           589,             198,            997,           ,             ,            ,     5852,       3292,      4986,      3588,         588,       2992
 394,           590,             198,            997,           ,             ,            ,     5875,       3305,      6981,      3647,         591,       2991
 395,           592,             199,              0,           ,             ,            ,     5897,       3314,      4986,      3814,         566,       2992
 396,           593,             199,              0,           ,             ,            ,     5910,       3326,      5983,      4115,         588,       8975
 397,           594,             199,            998,           ,             ,            ,     5928,       3333,      5080,      3706,         592,       1994
 398,           595,             199,              0,           ,             ,            ,     5944,       3347,      5984,      3931,         590,       5982
 399,           597,             200,            997,           ,             ,            ,     5961,       3350,      4986,      3966,         587,       3989
 400,           598,             200,            997,           ,             ,            ,     5979,       3362,      5984,      4209,         598,       2993
 401,           599,             200,           1994,           ,             ,            ,     5990,       3369,      6983,      4374,         588,       3988
 402,           601,             201,              0,           ,             ,            ,     6016,       3390,      9973,      3814,         591,       4986
 403,           603,             202,            997,           ,             ,            ,     6032,       3394,      5984,      3518,         600,       4987
 404,           607,             205,            996,           ,             ,            ,     6049,       3406,      8975,      4106,         594,       3989
 405,           608,             205,            997,           ,             ,            ,     6068,       3412,      5985,      3845,         604,       4986
 406,           609,             205,              0,           ,             ,            ,     6081,       3420,      5979,      4141,         597,       4986
 407,           610,             205,            997,           ,             ,            ,     6102,       3430,      7978,      4138,         599,       3989
 408,           611,             205,              0,           ,             ,            ,     6116,       3437,      9973,      3879,         602,       2992
 409,           612,             205,              0,           ,             ,            ,     6128,       3445,      7980,      4229,         604,       4136
 410,           613,             205,            848,           ,             ,            ,     6149,       3461,      4986,      4461,         592,       3989
 411,           616,             207,              0,           ,             ,            ,     6164,       3467,      7978,      4304,         602,       2782
 412,           620,             210,            997,           ,             ,            ,     6183,       3478,      4987,      4109,         605,       3989
 413,           621,             210,              0,           ,             ,            ,     6206,       3494,      4986,      4773,         592,       3989
 414,           622,             210,            997,           ,             ,            ,     6225,       3499,      6981,      3918,         602,       2990
 415,           623,             210,            996,           ,             ,            ,     6237,       3507,      4986,      3863,         597,       2992
 416,           624,             210,           1994,           ,             ,            ,     6263,       3523,      6981,      4588,         608,       2992
 417,           625,             210,              0,           ,             ,            ,     6279,       3535,      5984,      3879,         614,       3988
 418,           626,             210,            997,           ,             ,            ,     6296,       3546,      5984,      3945,         609,       4986
 419,           628,             211,            997,           ,             ,            ,     6310,       3543,      5983,      4160,         615,       4987
 420,           629,             211,            997,           ,             ,            ,     6326,       3560,      9973,      4501,         619,       3988
 421,           630,             211,            997,           ,             ,            ,     6344,       3569,      8976,      3931,         616,       3988
 422,           631,             211,           1996,           ,             ,            ,     6359,       3578,      8974,      4080,         621,       2993
 423,           633,             212,              0,           ,             ,            ,     6381,       3586,      5984,      4088,         633,       6981
 424,           634,             212,              0,           ,             ,            ,     6400,       3599,      8976,      4451,         632,       7978
 425,           635,             212,              0,           ,             ,            ,     6421,       3607,      5984,      4440,         619,       3989
 426,           636,             212,            997,           ,             ,            ,     6437,       3619,      7979,      3992,         623,       5983
 427,           637,             212,            997,           ,             ,            ,     6452,       3627,      6981,      3878,         637,       2992
 428,           639,             213,            997,           ,             ,            ,     6467,       3634,      8488,      4071,         617,       2993
 429,           640,             213,            997,           ,             ,            ,     6485,       3642,      8975,      4599,         625,       7978
 430,           641,             213,            997,           ,             ,            ,     6503,       3655,      8975,      4175,         642,       2992
 431,           642,             213,              0,           ,             ,            ,     6519,       3660,      5984,      4202,         626,       3989
 432,           643,             213,              0,           ,             ,            ,     6536,       3667,      4986,      4240,         631,       3990
 433,           645,             214,              0,           ,             ,            ,     6552,       3677,      8975,      4250,         632,       4986
 434,           646,             214,            997,           ,             ,            ,     6572,       3689,      7978,      4703,         641,       3989
 435,           647,             214,              0,           ,             ,            ,     6589,       3702,      5983,      4051,         642,       3990
 436,           648,             214,            997,           ,             ,            ,     6602,       3707,      5493,      4560,         640,       3103
 437,           649,             214,              0,           ,             ,            ,     6626,       3723,      6981,      4596,         639,       3989
 438,           650,             214,              0,           ,             ,            ,     6641,       3729,      7154,      4211,         646,       3989
 439,           651,             214,              0,           ,             ,            ,     6665,       3741,      4987,      4616,         646,       3990
 440,           652,             214,              0,           ,             ,            ,     6676,       3744,      4986,      4197,         633,       4986
 441,           655,             216,            997,           ,             ,            ,     6691,       3753,      5984,      3893,         647,       2992
 442,           656,             216,            997,           ,             ,            ,     6715,       3767,      8975,      4600,         642,       3989
 443,           657,             216,            997,           ,             ,            ,     6733,       3778,      9973,      4372,         643,       2991
 444,           658,             216,            997,           ,             ,            ,     6749,       3787,      9480,      4847,         662,       4986
 445,           659,             216,              0,           ,             ,            ,     6769,       3802,      4986,      4445,         665,       3989
 446,           660,             216,           1994,           ,             ,            ,     6781,       3805,      4987,      4454,         660,       2992
 447,           661,             216,           1996,           ,             ,            ,     6798,       3819,      7976,      4068,         657,       2992
 448,           662,             216,              0,           ,             ,            ,     6820,       3829,      8976,      4202,         648,       2992
 449,           663,             216,            996,           ,             ,            ,     6834,       3833,      5984,      4461,         654,       3988
 450,           665,             217,            997,           ,             ,            ,     6854,       3849,      6981,      4070,         668,       3989
 451,           668,             219,            997,           ,             ,            ,     6874,       3855,      8976,      4621,         667,       6981
 452,           669,             219,            998,           ,             ,            ,     6888,       3869,      6980,      5138,         660,       5983
 453,           670,             219,            997,           ,             ,            ,     6906,       3879,      5984,      4653,         675,       5983
 454,           671,             219,            997,           ,             ,            ,     6923,       3892,      7978,      4535,         685,       3989
 455,           673,             220,           1994,           ,             ,            ,     6948,       3901,      5983,      4548,         666,       3990
 456,           674,             220,           1993,           ,             ,            ,     6963,       3907,      6981,      4534,         660,       3990
 457,           675,             220,            996,           ,             ,            ,     6977,       3916,      5984,      4377,         673,       3989
 458,           676,             220,            997,           ,             ,            ,     6997,       3928,      7978,      5019,         671,       3988
 459,           678,             221,           1995,           ,             ,            ,     7020,       3936,     10970,      4972,         659,       6980
 460,           680,             222,            997,           ,             ,            ,     7037,       3949,      9973,      4419,         681,       5983
 461,           683,             224,           1994,           ,             ,            ,     7053,       3958,     10970,      4490,         679,       6981
 462,           684,             224,            997,           ,             ,            ,     7065,       3963,     10969,      4610,         673,       5984
 463,           685,             224,              0,           ,             ,            ,     7086,       3975,      5984,      4626,         686,       3055
 464,           686,             224,              0,           ,             ,            ,     7096,       3988,      6981,      5117,         683,       3989
 465,           687,             224,            997,           ,             ,            ,     7115,       3993,      6981,      4986,         701,       3988
 466,           688,             224,            997,           ,             ,            ,     7136,       4006,      7978,      5019,         690,       3989
 467,           689,             224,            997,           ,             ,            ,     7153,       4012,      5984,      4964,         677,       3989
 468,           690,             224,            997,           ,             ,            ,     7171,       4018,     12965,      4714,         690,       6981
 469,           691,             224,            998,           ,             ,            ,     7188,       4034,     10969,      4512,         711,       4986
 470,           692,             224,            997,           ,             ,            ,     7209,       4046,      7978,      5036,         697,       3989
 471,           694,             225,            996,           ,             ,            ,     7229,       4056,      9973,      4542,         703,       4986
 472,           696,             226,            997,           ,             ,            ,     7240,       4064,      8012,      4618,         681,       2992
 473,           697,             226,            997,           ,             ,            ,     7264,       4073,      6981,      4604,         693,       3989
 474,           698,             226,              0,           ,             ,            ,     7274,       4083,      7979,      5060,         695,       3989
 475,           699,             226,              0,           ,             ,            ,     7297,       4090,     10970,      6021,         687,       6981
 476,           702,             228,            997,           ,             ,            ,     7316,       4107,      9974,      5036,         712,      10760
 477,           703,             228,           2991,           ,             ,            ,     7335,       4118,     23936,      4643,         694,      20944
 478,           704,             228,           3987,           ,             ,            ,     7348,       4124,     14959,      4598,         707,       7977
 479,           706,             229,            997,           ,             ,            ,     7369,       4135,      7978,      4512,         698,       3989
 480,           708,             230,            997,           ,             ,            ,     7382,       4142,      7977,      4877,         726,       4987
 481,           712,             233,            996,           ,             ,            ,     7404,       4156,      7979,      4594,         712,       3989
 482,           713,             233,            997,           ,             ,            ,     7419,       4161,      8976,      5057,         705,       4987
 483,           714,             233,            996,           ,             ,            ,     7437,       4172,      6981,      5076,         709,       4986
 484,           716,             234,            998,           ,             ,            ,     7459,       4189,     11967,      5178,         719,       4986
 485,           718,             235,           1994,           ,             ,            ,     7476,       4196,      7979,      4767,         706,       4988
 486,           719,             235,            995,           ,             ,            ,     7494,       4206,     10971,      5132,         716,       7979
 487,           720,             235,            997,           ,             ,            ,     7508,       4216,      7979,      5314,         710,       7995
 488,           722,             236,            997,           ,             ,            ,     7525,       4228,     10970,      4818,         704,       6981
 489,           723,             236,            996,           ,             ,            ,     7538,       4230,     12966,      5273,         723,       6981
 490,           724,             236,            997,           ,             ,            ,     7561,       4240,      8974,      5093,         727,       7981
 491,           726,             237,            997,           ,             ,            ,     7577,       4253,     10941,      5725,         700,       8057
 492,           727,             237,            919,           ,             ,            ,     7599,       4265,     12964,      4864,         722,       4986
 493,           729,             238,            997,           ,             ,            ,     7620,       4280,      6981,      4973,         729,       3989
 494,           730,             238,            997,           ,             ,            ,     7631,       4283,      7978,      5188,         747,       5985
 495,           731,             238,            995,           ,             ,            ,     7647,       4294,      7978,      4612,         726,       5984
 496,           732,             238,            997,           ,             ,            ,     7663,       4297,      7978,      4897,         730,       5984
 497,           733,             238,              0,           ,             ,            ,     7684,       4305,      5984,      5402,         731,       3990
 498,           734,             238,           1994,           ,             ,            ,     7702,       4323,      6980,      4786,         729,       5984
 499,           736,             239,            997,           ,             ,            ,     7719,       4331,     11967,      5314,         727,       5983
 500,           739,             241,            997,           ,             ,            ,     7737,       4341,      6981,      5046,         731,       3989
 501,           742,             243,           1995,           ,             ,            ,     7757,       4350,      7977,      5487,         730,       3989
 502,           743,             243,            997,           ,             ,            ,     7769,       4349,      9973,      5640,         734,      10970
 503,           744,             243,           1995,           ,             ,            ,     7788,       4358,      9972,      4914,         733,       5984
 504,           745,             243,            997,           ,             ,            ,     7804,       4374,      6981,      4915,         740,       4986
 505,           746,             243,            998,           ,             ,            ,     7826,       4382,     12964,      4985,         738,       5984
 506,           748,             244,              0,           ,             ,            ,     7841,       4393,      8976,      5021,         736,       9973
 507,           751,             246,            997,           ,             ,            ,     7861,       4397,     10971,      4945,         762,       3989
 508,           752,             246,            997,           ,             ,            ,     7879,       4410,     10969,      5632,         741,       4986
 509,           753,             246,            997,           ,             ,            ,     7896,       4416,      7978,      5142,         739,       3988
 510,           754,             246,            997,           ,             ,            ,     7917,       4435,      7978,      4959,         756,       7979
 511,           755,             246,            996,           ,             ,            ,     7933,       4444,     10971,      4750,         731,       3989
 512,           756,             246,            997,           ,             ,            ,     7958,       4462,      8976,      5317,         751,       4986
 513,           758,             247,            997,           ,             ,            ,     7974,       4472,      8976,      5396,         760,       6980
 514,           760,             248,            998,           ,             ,            ,     7992,       4483,      8975,      4999,         747,       2991
 515,           764,             251,              0,           ,             ,            ,     8014,       4496,      7978,      5136,         752,       5984
 516,           765,             251,            997,           ,             ,            ,     8031,       4512,      6488,      5757,         752,       4986
 517,           766,             251,            997,           ,             ,            ,     8057,       4519,      6981,      5069,         750,       3989
 518,           767,             251,           2168,           ,             ,            ,     8070,       4528,      8802,      5896,         772,       3989
 519,           770,             253,              0,           ,             ,            ,     8098,       4541,      6978,      4828,         759,       3989
 520,           771,             253,           1995,           ,             ,            ,     8112,       4547,      7978,      5419,         769,       3989
 521,           772,             253,            997,           ,             ,            ,     8129,       4554,      8976,      5719,         766,       6981
 522,           773,             253,           1994,           ,             ,            ,     8150,       4572,     10970,      4802,         754,       5984
 523,           775,             254,           1994,           ,             ,            ,     8178,       4589,      9001,      5791,         757,       9972
 524,           778,             256,            997,           ,             ,            ,     8191,       4597,      9975,      5458,         773,       4985
 525,           782,             259,           1099,           ,             ,            ,     8212,       4605,      8873,      5597,         764,       5984
 526,           783,             259,            996,           ,             ,            ,     8231,       4618,     13963,      5443,         772,       3791
 527,           784,             259,            997,           ,             ,            ,     8253,       4624,      6981,      5042,         765,       5984
 528,           785,             259,            997,           ,             ,            ,     8276,       4638,      6981,      5231,         768,       3990
 529,           786,             259,            997,           ,             ,            ,     8294,       4650,      7978,      5143,         784,       3989
 530,           788,             260,           1994,           ,             ,            ,     8316,       4668,      8975,      6142,         778,       3989
 531,           789,             260,              0,           ,             ,            ,     8332,       4672,      9973,      5415,         779,       3989
 532,           790,             260,              0,           ,             ,            ,     8348,       4683,      7979,      5128,         784,       3989
 533,           791,             260,            996,           ,             ,            ,     8369,       4692,      7978,      5406,         782,      10970
 534,           792,             260,            997,           ,             ,            ,     8386,       4703,      7979,      7010,         786,       7978
 535,           793,             260,            988,           ,             ,            ,     8407,       4713,      7978,      5964,         802,       4986
 536,           795,             261,            997,           ,             ,            ,     8424,       4722,      6981,      5265,         783,       5112
 537,           798,             263,            871,           ,             ,            ,     8445,       4737,      9127,      5490,         793,       4836
 538,           799,             263,            998,           ,             ,            ,     8465,       4748,      8974,      5216,         781,       4986
 539,           800,             263,            997,           ,             ,            ,     8483,       4751,     12964,      5243,         806,       3989
 540,           801,             263,              0,           ,             ,            ,     8501,       4766,      7978,      5869,         791,       4986
 541,           802,             263,            997,           ,             ,            ,     8525,       4782,      9973,      6445,         798,       5984
 542,           803,             263,            997,           ,             ,            ,     8549,       4794,      8977,      5343,         807,       6980
 543,           804,             263,            997,           ,             ,            ,     8558,       4798,      8975,      5725,         811,       4986
 544,           805,             263,           1994,           ,             ,            ,     8578,       4805,      9973,      5997,         813,       5983
 545,           806,             263,            997,           ,             ,            ,     8602,       4821,      9973,      5533,         789,       3989
 546,           807,             263,            997,           ,             ,            ,     8616,       4829,      6981,      5673,         798,       6981
 547,           809,             264,           1994,           ,             ,            ,     8642,       4832,      9974,      5783,         802,       4985
 548,           812,             266,              0,           ,             ,            ,     8662,       4847,      7978,      6009,         787,       5984
 549,           816,             269,            997,           ,             ,            ,     8684,       4860,      7897,      5487,         807,       4986
 550,           821,             273,            997,           ,             ,            ,     8703,       4870,      7978,      5707,         811,       4986
 551,           822,             273,            997,           ,             ,            ,     8716,       4877,      9973,      5681,         820,       5983
 552,           823,             273,            997,           ,             ,            ,     8734,       4894,     10971,      5753,         801,       3988
 553,           824,             273,              0,           ,             ,            ,     8759,       4906,     10971,      6408,         823,       4986
 554,           825,             273,            997,           ,             ,            ,     8782,       4918,     11966,      5790,         836,       5984
 555,           827,             274,           1995,           ,             ,            ,     8802,       4931,      8975,      6391,         815,       5984
 556,           828,             274,            997,           ,             ,            ,     8817,       4939,     13014,      5335,         795,       3989
 557,           829,             274,           1995,           ,             ,            ,     8843,       4947,      8974,      5744,         826,       3989
 558,           833,             277,            997,           ,             ,            ,     8861,       4960,      8976,      6565,         816,       6981
 559,           834,             277,              0,           ,             ,            ,     8877,       4966,      9973,      5601,         816,       8978
 560,           835,             277,           1767,           ,             ,            ,     8899,       4986,      7978,      5946,         826,       5984
 561,           836,             277,            997,           ,             ,            ,     8918,       4992,      7979,      5955,         815,       5983
 562,           837,             277,           1994,           ,             ,            ,     8937,       5000,      8976,      6042,         826,       5984
 563,           838,             277,            997,           ,             ,            ,     8950,       5004,      8976,      5669,         838,       3989
 564,           839,             277,           1994,           ,             ,            ,     8970,       5020,     10970,      6000,         831,       6981
 565,           840,             277,            997,           ,             ,            ,     8994,       5031,     10971,      5895,         846,       5983
 566,           841,             277,            997,           ,             ,            ,     9012,       5043,     13962,      5646,         836,       4986
 567,           842,             277,            997,           ,             ,            ,     9035,       5051,      7978,      6310,         824,       4986
 568,           843,             277,              0,           ,             ,            ,     9052,       5068,      7978,      5856,         841,       7979
 569,           845,             278,            997,           ,             ,            ,     9075,       5074,      9973,      5751,         834,       5983
 570,           846,             278,              0,           ,             ,            ,     9093,       5087,     11967,      6220,         832,       5983
 571,           847,             278,            997,           ,             ,            ,     9116,       5095,      9973,      6129,         847,       4986
 572,           848,             278,            997,           ,             ,            ,     9129,       5106,     13962,      6332,         853,       5985
 573,           849,             278,           1994,           ,             ,            ,     9152,       5120,      7977,      5891,         840,       7978
 574,           850,             278,           1994,           ,             ,            ,     9173,       5126,      7978,      5651,         829,       5984
 575,           851,             278,            996,           ,             ,            ,     9190,       5130,      7978,      5730,         833,       6971
 576,           853,             279,            997,           ,             ,            ,     9197,       5138,      7978,      5945,         841,       7978
 577,           855,             280,            997,           ,             ,            ,     9224,       5145,     10970,      6322,         857,       6981
 578,           858,             282,            997,           ,             ,            ,     9247,       5163,      8975,      5607,         848,       4986
 579,           859,             282,            997,           ,             ,            ,     9264,       5171,      9973,      6523,         843,       5983
 580,           860,             282,              0,           ,             ,            ,     9279,       5186,      8975,      6271,         831,       7978
 581,           861,             282,            997,           ,             ,            ,     9298,       5196,      9973,      5696,         843,       4987
 582,           863,             283,           1994,           ,             ,            ,     9317,       5205,      7978,      6081,         856,       7978
 583,           864,             283,            997,           ,             ,            ,     9341,       5219,      8975,      5962,         856,       6981
 584,           865,             283,            997,           ,             ,            ,     9363,       5225,     11967,      5566,         850,       5984
 585,           866,             283,            997,           ,             ,            ,     9380,       5234,      8975,      6980,         853,       7978
 586,           869,             285,           1994,           ,             ,            ,     9400,       5245,      8977,      6726,         839,       4986
 587,           870,             285,            997,           ,             ,            ,     9419,       5257,      7978,      6564,         834,       4986
 588,           871,             285,            997,           ,             ,            ,     9439,       5272,      8975,      6340,         866,       6980
 589,           872,             285,            997,           ,             ,            ,     9458,       5277,      9974,      6389,         851,       7118
 590,           875,             287,            997,           ,             ,            ,     9479,       5292,     11968,      5987,         868,       5983
 591,           876,             287,            997,           ,             ,            ,     9494,       5298,      8976,      5784,         857,       4986
 592,           877,             287,            997,           ,             ,            ,     9519,       5312,     11968,      6239,         868,       5983
 593,           878,             287,            997,           ,             ,            ,     9535,       5320,      9973,      6509,         853,       5983
 594,           880,             288,           1994,           ,             ,            ,     9560,       5340,     11968,      5670,         874,       5984
 595,           882,             289,            997,           ,             ,            ,     9576,       5343,     12965,      6567,         884,       5949
 596,           883,             289,            997,           ,             ,            ,     9590,       5353,     11968,      6048,         862,       3898
 597,           884,             289,              0,           ,             ,            ,     9613,       5367,      8976,      6602,         866,       6981
 598,           885,             289,            997,           ,             ,            ,     9632,       5378,      8975,      7046,         857,       5984
 599,           886,             289,            997,           ,             ,            ,     9658,       5393,      9768,      6288,         881,       5984
 600,           887,             289,            997,           ,             ,            ,     9671,       5393,     14960,      6025,         874,       3989
 601,           888,             289,            997,           ,             ,            ,     9692,       5408,     10970,      6446,         881,       4987
 602,           890,             290,            998,           ,             ,            ,     9712,       5423,     12964,      6925,         872,       4986
 603,           892,             291,            997,           ,             ,            ,     9740,       5436,      7485,      6122,         885,       6980
 604,           896,             294,            997,           ,             ,            ,     9758,       5445,      9973,      6592,         878,       7978
 605,           897,             294,            996,           ,             ,            ,     9779,       5455,      8976,      6609,         877,       4986
 606,           898,             294,            997,           ,             ,            ,     9794,       5467,      9905,      6148,         882,       6982
 607,           899,             294,            996,           ,             ,            ,     9817,       5481,      9973,      6125,         900,       4986
 608,           900,             294,            998,           ,             ,            ,     9834,       5483,      8975,      6708,         874,       7978
 609,           902,             295,           2992,           ,             ,            ,     9849,       5486,     14960,      7056,         891,       6981
 610,           903,             295,            997,           ,             ,            ,     9872,       5509,      8976,      6359,         900,       4986
 611,           904,             295,            997,           ,             ,            ,     9883,       5517,      9973,      6009,         916,       5984
 612,           906,             296,            997,           ,             ,            ,     9907,       5524,     12965,      6379,         899,       7978
 613,           907,             296,            997,           ,             ,            ,     9929,       5541,     14960,      6151,         901,       3989
 614,           908,             296,            997,           ,             ,            ,     9948,       5550,      8975,      6960,         906,       4986
 615,           909,             296,            997,           ,             ,            ,     9976,       5565,      7978,      6794,         905,       4986
 616,           910,             296,            997,           ,             ,            ,     9989,       5576,     10970,      6543,         906,       4986
 617,           912,             297,            997,           ,             ,            ,    10004,       5577,      7978,      6485,         883,       3989
 618,           913,             297,            997,           ,             ,            ,    10022,       5589,     11967,      6932,         907,       5985
 619,           914,             297,            996,           ,             ,            ,    10046,       5601,      8975,      6197,         901,       4986
 620,           915,             297,           1994,           ,             ,            ,    10064,       5611,     11967,      6563,         914,       5983
 621,           917,             298,            997,           ,             ,            ,    10089,       5627,     13962,      6530,         894,       8976
 622,           918,             298,              0,           ,             ,            ,    10107,       5633,      8976,      6866,         926,       7978
 623,           919,             298,            997,           ,             ,            ,    10132,       5651,      9973,      7207,         918,       6981
 624,           921,             299,           1994,           ,             ,            ,    10150,       5661,     15957,      7031,         933,       5983
 625,           922,             299,            996,           ,             ,            ,    10168,       5666,     14959,      6165,         892,       4986
 626,           925,             301,            997,           ,             ,            ,    10191,       5683,     11969,      6705,         904,       5983
 627,           929,             304,            998,           ,             ,            ,    10212,       5697,      8974,      7332,         921,       4986
 628,           930,             304,            997,           ,             ,            ,    10229,       5704,     13962,      6604,         916,       7978
 629,           931,             304,            997,           ,             ,            ,    10244,       5710,      8976,      7168,         934,       5984
 630,           933,             305,            997,           ,             ,            ,    10269,       5727,      8976,      6639,         942,       5984
 631,           934,             305,            996,           ,             ,            ,    10292,       5733,      9973,      6354,         916,       7978
 632,           936,             306,           1994,           ,             ,            ,    10307,       5746,     13963,      7151,         921,       8975
 633,           937,             306,            997,           ,             ,            ,    10327,       5759,      8975,      7080,         920,       6981
 634,           938,             306,           1995,           ,             ,            ,    10349,       5776,     11967,      6759,         934,       6981
 635,           940,             307,           1042,           ,             ,            ,    10370,       5778,      9052,      6978,         926,       4987
 636,           941,             307,            998,           ,             ,            ,    10381,       5784,      8975,      6519,         934,       7978
 637,           945,             310,              0,           ,             ,            ,    10401,       5793,     10970,      7077,         919,       4986
 638,           948,             312,            997,           ,             ,            ,    10425,       5816,      8975,      6664,         937,       5984
 639,           949,             312,            997,           ,             ,            ,    10441,       5819,     15957,      7010,         935,       8975
 640,           950,             312,            997,           ,             ,            ,    10455,       5828,     11968,      6910,         939,       5984
 641,           951,             312,            997,           ,             ,            ,    10487,       5850,     14960,      6723,         923,       8975
 642,           953,             313,           1994,           ,             ,            ,    10504,       5849,     11969,      6991,         929,       4986
 643,           954,             313,           1994,           ,             ,            ,    10520,       5858,     11968,      6424,         931,       5983
 644,           955,             313,            997,           ,             ,            ,    10536,       5868,     11968,      6462,         950,       4986
 645,           956,             313,           1995,           ,             ,            ,    10564,       5873,     11967,      7033,         940,       7978
 646,           958,             314,           1994,           ,             ,            ,    10585,       5903,     10970,      7222,         954,       7979
 647,           959,             314,            997,           ,             ,            ,    10608,       5910,     13962,      6782,         945,       6981
 648,           962,             316,            997,           ,             ,            ,    10627,       5924,      9973,      7016,         937,       7994
 649,           967,             320,           2992,           ,             ,            ,    10648,       5936,     10970,      6971,         952,       5984
 650,           968,             320,            997,           ,             ,            ,    10663,       5942,     10970,      7041,         950,      10970
 651,           969,             320,           1995,           ,             ,            ,    10684,       5951,      8975,      7662,         954,       5984
 652,           971,             321,           1994,           ,             ,            ,    10703,       5961,     11967,      7099,         946,       5984
 653,           972,             321,            997,           ,             ,            ,    10720,       5972,      9974,      7297,         955,       5983
 654,           973,             321,            997,           ,             ,            ,    10736,       5976,     13962,      7108,         955,       5984
 655,           975,             322,            997,           ,             ,            ,    10757,       5989,     11203,      7594,         972,       9973
 656,           976,             322,           1994,           ,             ,            ,    10778,       6005,     16954,      7068,         954,       6981
 657,           977,             322,            997,           ,             ,            ,    10789,       6007,      9974,      7611,         965,       5983
 658,           979,             323,            997,           ,             ,            ,    10810,       6026,     13962,      7057,         979,       6981
 659,           980,             323,           1928,           ,             ,            ,    10835,       6036,     15957,      6913,         976,       5983
 660,           984,             326,            997,           ,             ,            ,    10858,       6051,     11968,      7051,         975,       5984
 661,           986,             327,            997,           ,             ,            ,    10876,       6053,      9973,      6682,         981,       6980
 662,           987,             327,            997,           ,             ,            ,    10886,       6065,     11968,      7257,         988,       7978
 663,           988,             327,           1994,           ,             ,            ,    10916,       6079,     10970,      7395,         963,       5983
 664,           989,             327,           1994,           ,             ,            ,    10937,       6095,     15957,      7178,         982,       6980
 665,           990,             327,            997,           ,             ,            ,    10954,       6097,      9972,      7902,         955,       6981
 666,           991,             327,            997,           ,             ,            ,    10971,       6108,     15957,      7758,         988,       5983
 667,           992,             327,            997,           ,             ,            ,    10990,       6117,      9973,      7149,         978,       8976
 668,           994,             328,            996,           ,             ,            ,    11005,       6128,      8975,      7028,         969,       4948
 669,           995,             328,           1994,           ,             ,            ,    11032,       6142,      9973,      6975,         989,       8976
 670,           996,             328,            997,           ,             ,            ,    11048,       6154,      9973,      6747,         969,       5984
 671,           997,             328,            997,           ,             ,            ,    11070,       6160,      9973,      6993,         976,       5984
 672,           999,             329,           2991,           ,             ,            ,    11092,       6172,     12963,      7173,        1010,       8976
 673,          1003,             332,            997,           ,             ,            ,    11111,       6190,     13962,      7289,         994,       4987
 674,          1004,             332,           1994,           ,             ,            ,    11126,       6195,     11967,      7369,         987,       4986
 675,          1005,             332,            997,           ,             ,            ,    11149,       6208,     11968,      7779,         996,       8975
 676,          1006,             332,            997,           ,             ,            ,    11166,       6216,      9973,      7238,        1017,       7488
 677,          1007,             332,            997,           ,             ,            ,    11186,       6230,     10971,      7557,         997,       5983
 678,          1008,             332,            996,           ,             ,            ,    11208,       6236,      9973,      8038,         994,       5984
 679,          1009,             332,            997,           ,             ,            ,    11229,       6254,     12965,      7009,         994,       4986
 680,          1011,             333,            997,           ,             ,            ,    11239,       6257,      9973,      7720,        1005,       5983
 681,          1012,             333,            997,           ,             ,            ,    11257,       6265,      9973,      7417,        1006,       7496
