   n, bubble_cmp, bubble_swaps, bubble_time, insertion_cmp, insertion_swaps, insertion_time, heap_cmp, heap_swaps, heap_time, quick_cmp, quick_swaps, quick_time
 611,           ,             ,            ,              ,                ,               ,     9455,       5138,      8936,      9421,        1797,      31933
 612,           ,             ,            ,              ,                ,               ,     9477,       5160,      9952,      9657,        1755,      30920
 613,           ,             ,            ,              ,                ,               ,     9500,       5145,      9000,      9778,        1778,      31873
 614,           ,             ,            ,              ,                ,               ,     9489,       5143,      9012,      9658,        1815,      32872
 615,           ,             ,            ,              ,                ,               ,     9524,       5176,      8977,      9583,        1778,      32912
 616,           ,             ,            ,              ,                ,               ,     9562,       5186,      8975,      9383,        1783,      30917
 617,           ,             ,            ,              ,                ,               ,     9596,       5220,      7978,      9881,        1775,      31914
 618,           ,             ,            ,              ,                ,               ,     9569,       5173,      8976,      9619,        1803,      31938
 619,           ,             ,            ,              ,                ,               ,     9612,       5222,      8970,      9670,        1812,      31894
 620,           ,             ,            ,              ,                ,               ,     9641,       5237,      9974,      9883,        1800,      31913
 621,           ,             ,            ,              ,                ,               ,     9639,       5231,      7980,     10006,        1771,      31914
 622,           ,             ,            ,              ,                ,               ,     9644,       5219,      8976,      9671,        1829,      32912
 623,           ,             ,            ,              ,                ,               ,     9665,       5237,      8969,      9653,        1818,      32939
 624,           ,             ,            ,              ,                ,               ,     9680,       5264,      8948,     10003,        1828,      31913
 625,           ,             ,            ,              ,                ,               ,     9725,       5284,      8987,      9494,        1838,      31902
 626,           ,             ,            ,              ,                ,               ,     9731,       5280,      8978,      9915,        1812,      32912
 627,           ,             ,            ,              ,                ,               ,     9748,       5299,      8984,      9848,        1836,      32910
 628,           ,             ,            ,              ,                ,               ,     9778,       5291,      8975,     10293,        1811,      32913
 629,           ,             ,            ,              ,                ,               ,     9799,       5320,      8976,     10416,        1810,      32938
 630,           ,             ,            ,              ,                ,               ,     9796,       5316,      8976,     10455,        1840,      33940
 631,           ,             ,            ,              ,                ,               ,     9822,       5337,      8949,      9992,        1857,      33908
 632,           ,             ,            ,              ,                ,               ,     9844,       5342,      8976,      9958,        1856,      32911
 633,           ,             ,            ,              ,                ,               ,     9853,       5359,      8993,     10433,        1840,      33891
 634,           ,             ,            ,              ,                ,               ,     9875,       5355,      8975,      9684,        1860,      33907
 635,           ,             ,            ,              ,                ,               ,     9891,       5359,      8976,      9736,        1867,      32939
 636,           ,             ,            ,              ,                ,               ,     9923,       5389,      9004,     10125,        1857,      33937
 637,           ,             ,            ,              ,                ,               ,     9932,       5395,      9944,     10368,        1854,      33909
 638,           ,             ,            ,              ,                ,               ,     9957,       5412,      9974,      9927,        1871,      33908
 639,           ,             ,            ,              ,                ,               ,     9958,       5389,      8996,     10098,        1863,      33909
 640,           ,             ,            ,              ,                ,               ,     9973,       5402,      9972,      9962,        1848,      32913
 641,           ,             ,            ,              ,                ,               ,    10008,       5427,      8992,     10064,        1891,      34874
 642,           ,             ,            ,              ,                ,               ,    10021,       5439,     10046,     10097,        1868,      33910
 643,           ,             ,            ,              ,                ,               ,    10054,       5471,      8976,     10120,        1911,      32910
 644,           ,             ,            ,              ,                ,               ,    10082,       5489,      8975,     10643,        1833,      33910
 645,           ,             ,            ,              ,                ,               ,    10088,       5489,      9973,     10509,        1866,      34906
 646,           ,             ,            ,              ,                ,               ,    10108,       5486,      9973,     10036,        1901,      33908
 647,           ,             ,            ,              ,                ,               ,    10133,       5501,      9974,     10895,        1858,      33907
 648,           ,             ,            ,              ,                ,               ,    10152,       5523,      8977,     10082,        1902,      33908
 649,           ,             ,            ,              ,                ,               ,    10162,       5507,      8975,     10063,        1880,      33910
 650,           ,             ,            ,              ,                ,               ,    10174,       5516,      9973,     10657,        1902,      34932
 651,           ,             ,            ,              ,                ,               ,    10202,       5506,      8976,     10576,        1858,      34907
 652,           ,             ,            ,              ,                ,               ,    10227,       5555,      9972,     10356,        1901,      35904
 653,           ,             ,            ,              ,                ,               ,    10256,       5570,      8976,     10345,        1932,      33908
 654,           ,             ,            ,              ,                ,               ,    10251,       5568,      8975,     10848,        1885,      37899
 655,           ,             ,            ,              ,                ,               ,    10262,       5570,      9972,     10685,        1897,      35905
 656,           ,             ,            ,              ,                ,               ,    10295,       5581,      9972,     10603,        1910,      35904
 657,           ,             ,            ,              ,                ,               ,    10305,       5588,      8976,     10472,        1922,      36899
 658,           ,             ,            ,              ,                ,               ,    10339,       5606,      9973,     10692,        1913,      34906
 659,           ,             ,            ,              ,                ,               ,    10370,       5620,      9974,     10581,        1921,      34906
 660,           ,             ,            ,              ,                ,               ,    10347,       5613,      9971,     10672,        1915,      35904
 661,           ,             ,            ,              ,                ,               ,    10389,       5621,      9973,     10897,        1899,      37900
 662,           ,             ,            ,              ,                ,               ,    10393,       5620,      9972,     10624,        1937,      36919
 663,           ,             ,            ,              ,                ,               ,    10417,       5650,      9956,     10566,        1930,      35902
 664,           ,             ,            ,              ,                ,               ,    10442,       5659,      9973,     10502,        1935,      35905
 665,           ,             ,            ,              ,                ,               ,    10459,       5665,      8974,     10554,        1935,      38896
 666,           ,             ,            ,              ,                ,               ,    10479,       5676,      9973,     10843,        1956,      36901
 667,           ,             ,            ,              ,                ,               ,    10501,       5691,      9974,     10820,        1950,      37899
 668,           ,             ,            ,              ,                ,               ,    10511,       5691,      9972,     10785,        1965,      37898
 669,           ,             ,            ,              ,                ,               ,    10492,       5663,      9973,     10905,        1933,      37898
 670,           ,             ,            ,              ,                ,               ,    10555,       5717,      9973,     11095,        1925,      37897
 671,           ,             ,            ,              ,                ,               ,    10560,       5709,      9973,     10599,        1969,      36902
 672,           ,             ,            ,              ,                ,               ,    10594,       5735,      9972,     10663,        1993,      36900
 673,           ,             ,            ,              ,                ,               ,    10609,       5745,      9973,     10458,        1983,      36901
 674,           ,             ,            ,              ,                ,               ,    10616,       5743,      9973,     10507,        1980,      35904
 675,           ,             ,            ,              ,                ,               ,    10645,       5750,      9973,     10518,        1980,      36903
 676,           ,             ,            ,              ,                ,               ,    10644,       5766,      9973,     10271,        2013,      40891
 677,           ,             ,            ,              ,                ,               ,    10663,       5760,      9973,     10739,        1965,      36901
 678,           ,             ,            ,              ,                ,               ,    10695,       5796,      9971,     11072,        2003,      36902
 679,           ,             ,            ,              ,                ,               ,    10704,       5801,      9971,     10865,        1990,      37914
 680,           ,             ,            ,              ,                ,               ,    10752,       5823,     10966,     10802,        1973,      37919
 681,           ,             ,            ,              ,                ,               ,    10741,       5797,      9986,     10793,        2009,      37883
 682,           ,             ,            ,              ,                ,               ,    10749,       5822,      9973,     10785,        2035,      37898
 683,           ,             ,            ,              ,                ,               ,    10792,       5823,     10972,     10937,        1952,      38894
 684,           ,             ,            ,              ,                ,               ,    10810,       5860,      9981,     10934,        1987,      37859
 685,           ,             ,            ,              ,                ,               ,    10824,       5864,     10969,     11207,        1996,      37899
 686,           ,             ,            ,              ,                ,               ,    10811,       5860,      9974,     11000,        1994,      38876
 687,           ,             ,            ,              ,                ,               ,    10860,       5874,     10970,     11098,        2041,      39892
 688,           ,             ,            ,              ,                ,               ,    10883,       5888,      9974,     11151,        2045,      38938
 689,           ,             ,            ,              ,                ,               ,    10890,       5893,     10929,     11406,        2023,      38941
 690,           ,             ,            ,              ,                ,               ,    10893,       5897,     10924,     11361,        2010,      37898
 691,           ,             ,            ,              ,                ,               ,    10946,       5926,     10981,     11648,        1987,      38886
 692,           ,             ,            ,              ,                ,               ,    10954,       5930,     10970,     11522,        2028,      38895
 693,           ,             ,            ,              ,                ,               ,    10987,       5935,      9986,     11379,        2003,      40897
 694,           ,             ,            ,              ,                ,               ,    10969,       5942,      9974,     10780,        2047,      39892
 695,           ,             ,            ,              ,                ,               ,    10963,       5931,      9971,     11007,        2065,      38895
 696,           ,             ,            ,              ,                ,               ,    11004,       5938,     10972,     11283,        2042,      38894
 697,           ,             ,            ,              ,                ,               ,    11045,       5978,      9972,     11072,        2048,      37900
 698,           ,             ,            ,              ,                ,               ,    11044,       5994,      9972,     11491,        2049,      38896
 699,           ,             ,            ,              ,                ,               ,    11075,       5985,      9971,     11607,        2065,      38928
 700,           ,             ,            ,              ,                ,               ,    11098,       6012,      9973,     11397,        2057,      39893
 701,           ,             ,            ,              ,                ,               ,    11120,       6012,      9974,     11193,        2068,      39868
 702,           ,             ,            ,              ,                ,               ,    11115,       6009,     10972,     11043,        2055,      39891
 703,           ,             ,            ,              ,                ,               ,    11156,       6037,      9973,     11512,        2053,      39894
 704,           ,             ,            ,              ,                ,               ,    11162,       6029,     10969,     10850,        2075,      38897
 705,           ,             ,            ,              ,                ,               ,    11175,       6040,     10970,     11189,        2079,      40890
 706,           ,             ,            ,              ,                ,               ,    11200,       6053,     10970,     11706,        2049,      39891
 707,           ,             ,            ,              ,                ,               ,    11213,       6063,      9973,     11607,        2058,      39894
 708,           ,             ,            ,              ,                ,               ,    11257,       6091,     10968,     11592,        2066,      40890
 709,           ,             ,            ,              ,                ,               ,    11258,       6084,     10970,     11321,        2109,      40891
 710,           ,             ,            ,              ,                ,               ,    11293,       6109,     10970,     11431,        2104,      40892
 711,           ,             ,            ,              ,                ,               ,    11322,       6119,      9974,     11613,        2090,      39893
 712,           ,             ,            ,              ,                ,               ,    11348,       6148,      9973,     11680,        2055,      40889
 713,           ,             ,            ,              ,                ,               ,    11356,       6157,      9973,     11695,        2056,      40892
 714,           ,             ,            ,              ,                ,               ,    11370,       6169,     10969,     10954,        2112,      40890
 715,           ,             ,            ,              ,                ,               ,    11391,       6171,      9973,     11635,        2085,      40889
 716,           ,             ,            ,              ,                ,               ,    11412,       6177,      9973,     11255,        2094,      40890
 717,           ,             ,            ,              ,                ,               ,    11427,       6186,     10979,     12438,        2085,      42856
 718,           ,             ,            ,              ,                ,               ,    11425,       6195,     10978,     11324,        2098,      41881
 719,           ,             ,            ,              ,                ,               ,    11470,       6210,     10969,     11566,        2101,      41887
 720,           ,             ,            ,              ,                ,               ,    11491,       6227,     10977,     11277,        2127,      40882
 721,           ,             ,            ,              ,                ,               ,    11489,       6214,     10972,     11503,        2128,      42884
 722,           ,             ,            ,              ,                ,               ,    11511,       6238,     10970,     12093,        2112,      41889
 723,           ,             ,            ,              ,                ,               ,    11538,       6229,     10969,     11961,        2069,      41885
 724,           ,             ,            ,              ,                ,               ,    11563,       6265,     10970,     11360,        2136,      43883
 725,           ,             ,            ,              ,                ,               ,    11583,       6261,     10985,     11968,        2117,      42885
 726,           ,             ,            ,              ,                ,               ,    11594,       6260,     11968,     11747,        2147,      41886
 727,           ,             ,            ,              ,                ,               ,    11625,       6290,     10970,     12182,        2118,      41889
 728,           ,             ,            ,              ,                ,               ,    11628,       6281,      9972,     11611,        2099,      41887
 729,           ,             ,            ,              ,                ,               ,    11642,       6314,      9973,     11833,        2136,      40889
 730,           ,             ,            ,              ,                ,               ,    11655,       6320,      9973,     12048,        2130,      42886
 731,           ,             ,            ,              ,                ,               ,    11697,       6331,     10969,     11126,        2154,      41887
 732,           ,             ,            ,              ,                ,               ,    11726,       6345,     10972,     11821,        2142,      42883
 733,           ,             ,            ,              ,                ,               ,    11732,       6353,      9974,     11989,        2146,      41887
 734,           ,             ,            ,              ,                ,               ,    11758,       6353,     10969,     11586,        2183,      42886
 735,           ,             ,            ,              ,                ,               ,    11776,       6378,     10968,     11811,        2161,      45879
 736,           ,             ,            ,              ,                ,               ,    11808,       6386,     10969,     12375,        2127,      42884
 737,           ,             ,            ,              ,                ,               ,    11834,       6402,     10970,     12197,        2166,      43881
 738,           ,             ,            ,              ,                ,               ,    11821,       6398,     10972,     11870,        2193,      44878
 739,           ,             ,            ,              ,                ,               ,    11848,       6392,     11968,     12274,        2203,      42885
 740,           ,             ,            ,              ,                ,               ,    11880,       6433,     10970,     12153,        2168,      44878
 741,           ,             ,            ,              ,                ,               ,    11876,       6420,     10970,     11465,        2241,      42885
 742,           ,             ,            ,              ,                ,               ,    11896,       6439,     10970,     11640,        2207,      43882
 743,           ,             ,            ,              ,                ,               ,    11927,       6457,     10970,     11685,        2180,      42883
 744,           ,             ,            ,              ,                ,               ,    11963,       6460,     10970,     12349,        2198,      43883
 745,           ,             ,            ,              ,                ,               ,    11993,       6490,     10970,     11802,        2188,      42886
 746,           ,             ,            ,              ,                ,               ,    11992,       6492,     10997,     11606,        2187,      44854
 747,           ,             ,            ,              ,                ,               ,    11990,       6488,     11967,     12467,        2175,      43881
 748,           ,             ,            ,              ,                ,               ,    12039,       6506,     10972,     11972,        2202,      42885
 749,           ,             ,            ,              ,                ,               ,    12026,       6508,     10969,     12621,        2195,      44880
 750,           ,             ,            ,              ,                ,               ,    12063,       6538,     10970,     11976,        2205,      45898
 751,           ,             ,            ,              ,                ,               ,    12070,       6532,     10978,     12381,        2221,      44872
 752,           ,             ,            ,              ,                ,               ,    12117,       6554,     10970,     12434,        2238,      45877
 753,           ,             ,            ,              ,                ,               ,    12139,       6566,     11968,     12173,        2248,      46878
 754,           ,             ,            ,              ,                ,               ,    12156,       6575,     11964,     12132,        2231,      46898
 755,           ,             ,            ,              ,                ,               ,    12160,       6573,     10928,     12214,        2203,      44886
 756,           ,             ,            ,              ,                ,               ,    12182,       6586,     11958,     12251,        2253,      46871
 757,           ,             ,            ,              ,                ,               ,    12201,       6610,     11967,     12549,        2286,      46875
 758,           ,             ,            ,              ,                ,               ,    12229,       6624,     11011,     12653,        2185,      47870
 759,           ,             ,            ,              ,                ,               ,    12224,       6616,     11966,     12327,        2193,      44880
 760,           ,             ,            ,              ,                ,               ,    12251,       6630,     10970,     13057,        2207,      46875
 761,           ,             ,            ,              ,                ,               ,    12282,       6635,     10970,     12615,        2250,      46874
 762,           ,             ,            ,              ,                ,               ,    12308,       6654,     11969,     12797,        2225,      46875
 763,           ,             ,            ,              ,                ,               ,    12304,       6661,     10970,     12789,        2218,      45851
 764,           ,             ,            ,              ,                ,               ,    12338,       6671,     11955,     12675,        2281,      48866
 765,           ,             ,            ,              ,                ,               ,    12348,       6663,     10970,     12873,        2268,      46876
 766,           ,             ,            ,              ,                ,               ,    12366,       6691,     11967,     12587,        2269,      47896
 767,           ,             ,            ,              ,                ,               ,    12372,       6702,     11989,     12729,        2242,      46874
 768,           ,             ,            ,              ,                ,               ,    12398,       6707,     11966,     12566,        2270,      46874
 769,           ,             ,            ,              ,                ,               ,    12424,       6717,     10971,     12522,        2293,      49866
 770,           ,             ,            ,              ,                ,               ,    12426,       6725,     11966,     12500,        2254,      45877
 771,           ,             ,            ,              ,                ,               ,    12472,       6751,     10970,     12830,        2269,      45877
 772,           ,             ,            ,              ,                ,               ,    12459,       6731,     10970,     12765,        2293,      47872
 773,           ,             ,            ,              ,                ,               ,    12501,       6768,     11968,     12913,        2296,      47871
 774,           ,             ,            ,              ,                ,               ,    12528,       6778,     10971,     12823,        2291,      47866
 775,           ,             ,            ,              ,                ,               ,    12529,       6779,     11968,     12466,        2298,      48866
 776,           ,             ,            ,              ,                ,               ,    12551,       6785,     11968,     12820,        2316,      48870
 777,           ,             ,            ,              ,                ,               ,    12560,       6801,     12980,     12924,        2301,      49853
 778,           ,             ,            ,              ,                ,               ,    12581,       6795,     11967,     12789,        2293,      47871
 779,           ,             ,            ,              ,                ,               ,    12604,       6820,     11967,     12746,        2314,      48868
 780,           ,             ,            ,              ,                ,               ,    12601,       6816,     11966,     12415,        2310,      46874
 781,           ,             ,            ,              ,                ,               ,    12638,       6841,     10970,     12482,        2352,      49868
 782,           ,             ,            ,              ,                ,               ,    12655,       6841,     11967,     12750,        2342,      49867
 783,           ,             ,            ,              ,                ,               ,    12663,       6847,     11952,     13078,        2305,      49898
 784,           ,             ,            ,              ,                ,               ,    12678,       6837,     11968,     12711,        2298,      49865
 785,           ,             ,            ,              ,                ,               ,    12710,       6861,     11973,     12774,        2308,      48868
 786,           ,             ,            ,              ,                ,               ,    12739,       6885,     11967,     12631,        2337,      48869
 787,           ,             ,            ,              ,                ,               ,    12783,       6911,     11967,     12770,        2311,      47872
 788,           ,             ,            ,              ,                ,               ,    12771,       6916,     11953,     13178,        2333,      48868
 789,           ,             ,            ,              ,                ,               ,    12799,       6927,     11967,     12884,        2325,      47873
 790,           ,             ,            ,              ,                ,               ,    12824,       6934,     11967,     12912,        2347,      50864
 791,           ,             ,            ,              ,                ,               ,    12841,       6961,     11967,     13074,        2350,      49865
 792,           ,             ,            ,              ,                ,               ,    12868,       6945,     11955,     13085,        2337,      48889
 793,           ,             ,            ,              ,                ,               ,    12872,       6966,     12945,     13255,        2359,      50864
 794,           ,             ,            ,              ,                ,               ,    12898,       6972,     11967,     13386,        2355,      50862
 795,           ,             ,            ,              ,                ,               ,    12934,       6987,     12965,     13547,        2350,      49866
 796,           ,             ,            ,              ,                ,               ,    12941,       6997,     11968,     13152,        2346,      48870
 797,           ,             ,            ,              ,                ,               ,    12946,       6999,     11967,     12923,        2364,      49865
 798,           ,             ,            ,              ,                ,               ,    12972,       7019,     11970,     13326,        2399,      50863
 799,           ,             ,            ,              ,                ,               ,    12989,       7026,     11968,     12683,        2404,      50865
 800,           ,             ,            ,              ,                ,               ,    13003,       7013,     11967,     12777,        2398,      49866
 801,           ,             ,            ,              ,                ,               ,    12995,       7019,     11967,     12868,        2394,      50864
 802,           ,             ,            ,              ,                ,               ,    13067,       7059,     11968,     12989,        2417,      50866
 803,           ,             ,            ,              ,                ,               ,    13061,       7059,     11967,     12976,        2370,      50862
 804,           ,             ,            ,              ,                ,               ,    13083,       7071,     11969,     13251,        2352,      49866
 805,           ,             ,            ,              ,                ,               ,    13124,       7109,     11966,     12835,        2434,      49866
 806,           ,             ,            ,              ,                ,               ,    13094,       7065,     11969,     13494,        2356,      48867
 807,           ,             ,            ,              ,                ,               ,    13137,       7096,     11968,     13942,        2370,      50863
 808,           ,             ,            ,              ,                ,               ,    13158,       7114,     12966,     13537,        2383,      53856
 809,           ,             ,            ,              ,                ,               ,    13196,       7144,     11968,     13503,        2397,      55850
 810,           ,             ,            ,              ,                ,               ,    13200,       7129,     13963,     13438,        2358,      53855
 811,           ,             ,            ,              ,                ,               ,    13226,       7156,     15957,     13235,        2364,      58841
 812,           ,             ,            ,              ,                ,               ,    13254,       7154,     12963,     13012,        2433,      55849
 813,           ,             ,            ,              ,                ,               ,    13234,       7154,     13962,     14284,        2387,      58841
 814,           ,             ,            ,              ,                ,               ,    13275,       7184,     14960,     13731,        2422,      57836
 815,           ,             ,            ,              ,                ,               ,    13312,       7186,     13964,     13490,        2400,      56847
 816,           ,             ,            ,              ,                ,               ,    13329,       7208,     12963,     13212,        2414,      53857
 817,           ,             ,            ,              ,                ,               ,    13361,       7229,     13961,     13875,        2401,      54855
 818,           ,             ,            ,              ,                ,               ,    13369,       7220,     14959,     13427,        2420,      58842
 819,           ,             ,            ,              ,                ,               ,    13402,       7243,     12983,     13640,        2417,      53856
 820,           ,             ,            ,              ,                ,               ,    13419,       7246,     11975,     14472,        2435,      54885
 821,           ,             ,            ,              ,                ,               ,    13445,       7278,     12981,     13510,        2444,      55834
 822,           ,             ,            ,              ,                ,               ,    13432,       7242,     12964,     13491,        2451,      51830
 823,           ,             ,            ,              ,                ,               ,    13460,       7264,     11967,     13172,        2459,      51859
 824,           ,             ,            ,              ,                ,               ,    13464,       7281,     12965,     13751,        2434,      53856
 825,           ,             ,            ,              ,                ,               ,    13485,       7286,     15959,     13599,        2471,      57843
 826,           ,             ,            ,              ,                ,               ,    13510,       7303,     12965,     14011,        2487,      72806
 827,           ,             ,            ,              ,                ,               ,    13537,       7314,     12964,     13288,        2477,      54853
 828,           ,             ,            ,              ,                ,               ,    13565,       7324,     12965,     13589,        2482,      58844
 829,           ,             ,            ,              ,                ,               ,    13594,       7361,     12965,     14061,        2505,      55851
 830,           ,             ,            ,              ,                ,               ,    13604,       7357,     12964,     13842,        2492,      55851
 831,           ,             ,            ,              ,                ,               ,    13622,       7346,     19945,     13572,        2461,      54853
 832,           ,             ,            ,              ,                ,               ,    13644,       7380,     14960,     13446,        2455,      57845
 833,           ,             ,            ,              ,                ,               ,    13638,       7370,     13962,     14021,        2467,      55851
 834,           ,             ,            ,              ,                ,               ,    13683,       7409,     12965,     13730,        2514,      55850
 835,           ,             ,            ,              ,                ,               ,    13691,       7382,     11966,     13998,        2479,      53855
 836,           ,             ,            ,              ,                ,               ,    13708,       7408,     12965,     14466,        2493,      53857
 837,           ,             ,            ,              ,                ,               ,    13725,       7415,     12965,     14069,        2461,      55860
 838,           ,             ,            ,              ,                ,               ,    13719,       7411,     12953,     13595,        2511,      57846
 839,           ,             ,            ,              ,                ,               ,    13760,       7455,     12963,     13710,        2515,      57847
 840,           ,             ,            ,              ,                ,               ,    13821,       7472,     14973,     13907,        2522,      56833
 841,           ,             ,            ,              ,                ,               ,    13822,       7451,     12965,     13596,        2525,      55851
 842,           ,             ,            ,              ,                ,               ,    13812,       7454,     12966,     13664,        2559,      54827
 843,           ,             ,            ,              ,                ,               ,    13850,       7498,     12964,     14164,        2524,      54852
 844,           ,             ,            ,              ,                ,               ,    13872,       7500,     12965,     13895,        2509,      55851
 845,           ,             ,            ,              ,                ,               ,    13867,       7490,     12963,     13933,        2516,      55850
 846,           ,             ,            ,              ,                ,               ,    13896,       7509,     12965,     13968,        2523,      55850
 847,           ,             ,            ,              ,                ,               ,    13925,       7524,     12966,     14730,        2490,      55849
 848,           ,             ,            ,              ,                ,               ,    13913,       7517,     11967,     14093,        2525,      55850
 849,           ,             ,            ,              ,                ,               ,    13949,       7533,     12965,     14002,        2544,      55850
 850,           ,             ,            ,              ,                ,               ,    13975,       7550,     12965,     14630,        2545,      55850
 851,           ,             ,            ,              ,                ,               ,    14004,       7578,     12966,     14661,        2549,      56847
 852,           ,             ,            ,              ,                ,               ,    14026,       7584,     12965,     14294,        2515,      55851
 853,           ,             ,            ,              ,                ,               ,    14048,       7602,     12965,     13934,        2579,      56848
 854,           ,             ,            ,              ,                ,               ,    14056,       7597,     12965,     14127,        2572,      56848
 855,           ,             ,            ,              ,                ,               ,    14071,       7593,     15958,     14278,        2554,      61835
 856,           ,             ,            ,              ,                ,               ,    14076,       7608,     12965,     14392,        2579,      58878
 857,           ,             ,            ,              ,                ,               ,    14104,       7606,     13924,     14020,        2565,      56847
 858,           ,             ,            ,              ,                ,               ,    14126,       7639,     13964,     14960,        2573,      59840
 859,           ,             ,            ,              ,                ,               ,    14148,       7650,     14964,     13961,        2595,      57839
 860,           ,             ,            ,              ,                ,               ,    14140,       7617,     12965,     13899,        2607,      56849
 861,           ,             ,            ,              ,                ,               ,    14186,       7657,     12963,     13819,        2588,      57845
 862,           ,             ,            ,              ,                ,               ,    14204,       7657,     12965,     14411,        2567,      57846
 863,           ,             ,            ,              ,                ,               ,    14209,       7675,     12965,     13857,        2623,      56847
 864,           ,             ,            ,              ,                ,               ,    14229,       7678,     12965,     14563,        2596,      59839
 865,           ,             ,            ,              ,                ,               ,    14240,       7696,     12965,     14107,        2593,      57845
 866,           ,             ,            ,              ,                ,               ,    14289,       7719,     12965,     14690,        2556,      56847
 867,           ,             ,            ,              ,                ,               ,    14308,       7718,     13962,     14100,        2627,      56848
 868,           ,             ,            ,              ,                ,               ,    14321,       7725,     12965,     14317,        2595,      58843
 869,           ,             ,            ,              ,                ,               ,    14318,       7718,     15958,     14659,        2588,      61834
 870,           ,             ,            ,              ,                ,               ,    14341,       7740,     12974,     14387,        2663,      59855
 871,           ,             ,            ,              ,                ,               ,    14382,       7770,     13961,     14235,        2634,      61835
 872,           ,             ,            ,              ,                ,               ,    14378,       7756,     13961,     14778,        2623,      57845
 873,           ,             ,            ,              ,                ,               ,    14399,       7774,     12963,     14294,        2651,      57865
 874,           ,             ,            ,              ,                ,               ,    14437,       7773,     12963,     15381,        2603,      59840
 875,           ,             ,            ,              ,                ,               ,    14447,       7809,     13963,     14468,        2621,      59867
 876,           ,             ,            ,              ,                ,               ,    14478,       7825,     13933,     14560,        2608,      60838
 877,           ,             ,            ,              ,                ,               ,    14465,       7795,     13967,     15327,        2605,      58837
 878,           ,             ,            ,              ,                ,               ,    14488,       7816,     12965,     14645,        2653,      60837
 879,           ,             ,            ,              ,                ,               ,    14514,       7829,     13962,     14453,        2643,      58841
 880,           ,             ,            ,              ,                ,               ,    14510,       7827,     12964,     14761,        2659,      58843
 881,           ,             ,            ,              ,                ,               ,    14568,       7856,     12965,     14705,        2645,      58842
 882,           ,             ,            ,              ,                ,               ,    14581,       7861,     13961,     15074,        2676,      65825
 883,           ,             ,            ,              ,                ,               ,    14603,       7875,     13963,     15216,        2651,      61833
 884,           ,             ,            ,              ,                ,               ,    14593,       7855,     13964,     15222,        2672,      59838
 885,           ,             ,            ,              ,                ,               ,    14618,       7872,     12966,     14891,        2646,      62832
 886,           ,             ,            ,              ,                ,               ,    14658,       7907,     15957,     14451,        2685,      69867
 887,           ,             ,            ,              ,                ,               ,    14692,       7914,     14960,     14556,        2686,      67817
 888,           ,             ,            ,              ,                ,               ,    14707,       7936,     15958,     15427,        2665,      69814
 889,           ,             ,            ,              ,                ,               ,    14715,       7946,     14958,     15402,        2666,      70809
 890,           ,             ,            ,              ,                ,               ,    14747,       7958,     15969,     14949,        2698,      69805
 891,           ,             ,            ,              ,                ,               ,    14738,       7944,     14961,     15176,        2698,      65836
 892,           ,             ,            ,              ,                ,               ,    14761,       7956,     14954,     15270,        2685,      63822
 893,           ,             ,            ,              ,                ,               ,    14793,       7978,     14999,     15318,        2685,      63853
 894,           ,             ,            ,              ,                ,               ,    14801,       7991,     14935,     14707,        2729,      65823
 895,           ,             ,            ,              ,                ,               ,    14805,       7981,     13962,     15822,        2622,      66821
 896,           ,             ,            ,              ,                ,               ,    14809,       7975,     13986,     14459,        2696,      67817
 897,           ,             ,            ,              ,                ,               ,    14870,       8027,     17953,     14955,        2700,      68812
 898,           ,             ,            ,              ,                ,               ,    14881,       8028,     16956,     15462,        2693,      67821
 899,           ,             ,            ,              ,                ,               ,    14893,       8020,     13961,     15003,        2696,      61833
 900,           ,             ,            ,              ,                ,               ,    14914,       8047,     13963,     15698,        2664,      62832
 901,           ,             ,            ,              ,                ,               ,    14936,       8047,     14959,     15856,        2668,      63829
 902,           ,             ,            ,              ,                ,               ,    14951,       8058,     12966,     15519,        2651,      63811
 903,           ,             ,            ,              ,                ,               ,    14966,       8061,     13938,     14872,        2721,      64802
 904,           ,             ,            ,              ,                ,               ,    14973,       8085,     13962,     15380,        2687,      64826
 905,           ,             ,            ,              ,                ,               ,    15027,       8113,     14957,     14966,        2765,      64827
 906,           ,             ,            ,              ,                ,               ,    15050,       8124,     14983,     15172,        2742,      70811
 907,           ,             ,            ,              ,                ,               ,    15065,       8136,     15941,     14855,        2758,      72802
 908,           ,             ,            ,              ,                ,               ,    15038,       8111,     14961,     15142,        2773,      69813
 909,           ,             ,            ,              ,                ,               ,    15100,       8133,     14961,     14951,        2735,      63828
 910,           ,             ,            ,              ,                ,               ,    15135,       8150,     14960,     15424,        2730,      64843
 911,           ,             ,            ,              ,                ,               ,    15140,       8179,     14941,     15156,        2750,      63829
 912,           ,             ,            ,              ,                ,               ,    15152,       8165,     13962,     15399,        2752,      66822
 913,           ,             ,            ,              ,                ,               ,    15182,       8195,     14960,     15360,        2741,      64862
 914,           ,             ,            ,              ,                ,               ,    15201,       8195,     14923,     15919,        2697,      64827
 915,           ,             ,            ,              ,                ,               ,    15243,       8227,     13964,     15169,        2742,      64825
 916,           ,             ,            ,              ,                ,               ,    15252,       8234,     13933,     15715,        2751,      63830
 917,           ,             ,            ,              ,                ,               ,    15274,       8247,     13962,     15769,        2791,      65824
 918,           ,             ,            ,              ,                ,               ,    15303,       8244,     13962,     14711,        2803,      64827
 919,           ,             ,            ,              ,                ,               ,    15304,       8249,     13961,     15004,        2816,      65851
