    n, bubble_cmp, bubble_swaps, bubble_time, insertion_cmp, insertion_swaps, insertion_time, heap_cmp, heap_swaps, heap_time, quick_cmp, quick_swaps, quick_time
  895,           ,             ,            ,              ,                ,               ,    14869,       8040,     14959,     15269,        2693,      61835
  896,           ,             ,            ,              ,                ,               ,    14880,       8050,     13961,     14763,        2720,      63829
  897,           ,             ,            ,              ,                ,               ,    14897,       8065,     13961,     14977,        2736,      62831
  898,           ,             ,            ,              ,                ,               ,    14897,       8067,     13963,     14665,        2744,      61835
  899,           ,             ,            ,              ,                ,               ,    14941,       8089,     13962,     15065,        2710,      60838
  900,           ,             ,            ,              ,                ,               ,    14960,       8090,     13947,     14954,        2740,      62831
  901,           ,             ,            ,              ,                ,               ,    14988,       8109,     13962,     14818,        2722,      60988
  902,           ,             ,            ,              ,                ,               ,    14951,       8082,     13963,     15300,        2711,      60837
  903,           ,             ,            ,              ,                ,               ,    15016,       8119,     13960,     14698,        2738,      64828
  904,           ,             ,            ,              ,                ,               ,    15037,       8143,     14960,     14985,        2735,      61833
  905,           ,             ,            ,              ,                ,               ,    15064,       8146,     13962,     14942,        2756,      62849
  906,           ,             ,            ,              ,                ,               ,    15067,       8145,     13943,     15080,        2707,      62833
  907,           ,             ,            ,              ,                ,               ,    15070,       8137,     13962,     15976,        2708,      63828
  908,           ,             ,            ,              ,                ,               ,    15126,       8175,     13962,     15478,        2697,      62836
  909,           ,             ,            ,              ,                ,               ,    15154,       8200,     14968,     15016,        2815,      63817
  910,           ,             ,            ,              ,                ,               ,    15168,       8186,     13981,     15129,        2788,      62830
  911,           ,             ,            ,              ,                ,               ,    15186,       8217,     13962,     15313,        2800,      64827
  912,           ,             ,            ,              ,                ,               ,    15230,       8242,     13944,     15637,        2768,      65824
  913,           ,             ,            ,              ,                ,               ,    15182,       8210,     14958,     15244,        2790,      63829
  914,           ,             ,            ,              ,                ,               ,    15252,       8257,     13962,     15135,        2789,      61834
  915,           ,             ,            ,              ,                ,               ,    15267,       8267,     13962,     15952,        2745,      63843
  916,           ,             ,            ,              ,                ,               ,    15278,       8263,     13964,     16115,        2719,      63827
  917,           ,             ,            ,              ,                ,               ,    15282,       8280,     13962,     16084,        2716,      63830
  918,           ,             ,            ,              ,                ,               ,    15322,       8306,     13962,     15159,        2806,      64825
  919,           ,             ,            ,              ,                ,               ,    15346,       8299,     14960,     15554,        2798,      64825
  920,           ,             ,            ,              ,                ,               ,    15337,       8312,     13962,     15098,        2801,      63830
  921,           ,             ,            ,              ,                ,               ,    15365,       8321,     13960,     15105,        2803,      63828
  922,           ,             ,            ,              ,                ,               ,    15396,       8322,     14962,     14894,        2845,      68790
  923,           ,             ,            ,              ,                ,               ,    15407,       8330,     13964,     14941,        2837,      65855
  924,           ,             ,            ,              ,                ,               ,    15437,       8356,     14990,     15124,        2825,      64797
  925,           ,             ,            ,              ,                ,               ,    15439,       8353,     14960,     15832,        2784,      66820
  926,           ,             ,            ,              ,                ,               ,    15491,       8389,     15957,     15219,        2811,      68814
  927,           ,             ,            ,              ,                ,               ,    15497,       8406,     14957,     15182,        2810,      63830
  928,           ,             ,            ,              ,                ,               ,    15521,       8408,     14960,     15305,        2857,      64838
  929,           ,             ,            ,              ,                ,               ,    15513,       8397,     14958,     15144,        2857,      63829
  930,           ,             ,            ,              ,                ,               ,    15533,       8396,     13962,     15836,        2807,      64826
  931,           ,             ,            ,              ,                ,               ,    15533,       8392,     13962,     15911,        2819,      66821
  932,           ,             ,            ,              ,                ,               ,    15568,       8422,     15959,     15484,        2889,      68815
  933,           ,             ,            ,              ,                ,               ,    15599,       8427,     13962,     16322,        2849,      65823
  934,           ,             ,            ,              ,                ,               ,    15624,       8447,     14960,     15174,        2822,      62830
  935,           ,             ,            ,              ,                ,               ,    15631,       8439,     13962,     16331,        2834,      65823
  936,           ,             ,            ,              ,                ,               ,    15669,       8469,     13963,     15700,        2834,      65823
  937,           ,             ,            ,              ,                ,               ,    15685,       8495,     14959,     15415,        2885,      66820
  938,           ,             ,            ,              ,                ,               ,    15695,       8479,     14961,     15560,        2837,      65822
  939,           ,             ,            ,              ,                ,               ,    15694,       8462,     14960,     15312,        2831,      64826
  940,           ,             ,            ,              ,                ,               ,    15720,       8472,     14959,     15505,        2874,      67818
  941,           ,             ,            ,              ,                ,               ,    15758,       8505,     16955,     15585,        2872,      66822
  942,           ,             ,            ,              ,                ,               ,    15790,       8555,     13964,     15704,        2894,      65823
  943,           ,             ,            ,              ,                ,               ,    15798,       8531,     14959,     15765,        2929,      69815
  944,           ,             ,            ,              ,                ,               ,    15823,       8543,     14958,     16061,        2886,      68817
  945,           ,             ,            ,              ,                ,               ,    15834,       8554,     15957,     16193,        2887,      68817
  946,           ,             ,            ,              ,                ,               ,    15858,       8568,     14934,     15822,        2866,      69823
  947,           ,             ,            ,              ,                ,               ,    15899,       8592,     15962,     15852,        2877,      68799
  948,           ,             ,            ,              ,                ,               ,    15920,       8607,     14959,     15801,        2873,      68814
  949,           ,             ,            ,              ,                ,               ,    15903,       8584,     14959,     15602,        2912,      68817
  950,           ,             ,            ,              ,                ,               ,    15944,       8604,     14959,     16320,        2929,      67819
  951,           ,             ,            ,              ,                ,               ,    15956,       8625,     14959,     16307,        2937,      67818
  952,           ,             ,            ,              ,                ,               ,    15982,       8627,     14959,     16527,        2884,      68815
  953,           ,             ,            ,              ,                ,               ,    15972,       8615,     14960,     17149,        2890,      72823
  954,           ,             ,            ,              ,                ,               ,    16004,       8643,     15939,     15662,        2923,      69811
  955,           ,             ,            ,              ,                ,               ,    16030,       8644,     14960,     16239,        2903,      69830
  956,           ,             ,            ,              ,                ,               ,    16056,       8693,     14981,     15970,        2962,      71808
  957,           ,             ,            ,              ,                ,               ,    16108,       8711,     14958,     16056,        2939,      69814
  958,           ,             ,            ,              ,                ,               ,    16118,       8734,     14960,     16313,        2894,      68793
  959,           ,             ,            ,              ,                ,               ,    16120,       8729,     14960,     16470,        2901,      70810
  960,           ,             ,            ,              ,                ,               ,    16150,       8746,     14959,     16150,        2929,      67818
  961,           ,             ,            ,              ,                ,               ,    16163,       8740,     14959,     16158,        2905,      69813
  962,           ,             ,            ,              ,                ,               ,    16178,       8749,     14960,     16219,        2968,      69813
  963,           ,             ,            ,              ,                ,               ,    16205,       8755,     14947,     16384,        2928,      69815
  964,           ,             ,            ,              ,                ,               ,    16194,       8754,     15965,     15712,        2964,      69805
  965,           ,             ,            ,              ,                ,               ,    16236,       8778,     14958,     16143,        2938,      68817
  966,           ,             ,            ,              ,                ,               ,    16261,       8778,     14959,     16290,        2936,      70810
  967,           ,             ,            ,              ,                ,               ,    16298,       8811,     14963,     16131,        2976,      70810
  968,           ,             ,            ,              ,                ,               ,    16309,       8808,     15970,     16163,        2987,      72791
  969,           ,             ,            ,              ,                ,               ,    16301,       8822,     15958,     16173,        2954,      71807
  970,           ,             ,            ,              ,                ,               ,    16340,       8830,     14959,     16581,        3010,      71807
  971,           ,             ,            ,              ,                ,               ,    16350,       8846,     15963,     16873,        2955,      69806
  972,           ,             ,            ,              ,                ,               ,    16387,       8875,     14961,     16670,        2954,      70810
  973,           ,             ,            ,              ,                ,               ,    16372,       8856,     14958,     16362,        2993,      70810
  974,           ,             ,            ,              ,                ,               ,    16413,       8868,     14958,     16622,        2958,      71810
  975,           ,             ,            ,              ,                ,               ,    16453,       8881,     15926,     16432,        2980,      70810
  976,           ,             ,            ,              ,                ,               ,    16433,       8878,     15957,     16555,        2948,      72804
  977,           ,             ,            ,              ,                ,               ,    16460,       8890,     14958,     16633,        2986,      70811
  978,           ,             ,            ,              ,                ,               ,    16482,       8912,     14979,     17078,        3007,      73787
  979,           ,             ,            ,              ,                ,               ,    16525,       8910,     14959,     16395,        2985,      72795
  980,           ,             ,            ,              ,                ,               ,    16520,       8909,     15946,     16474,        3025,      75786
  981,           ,             ,            ,              ,                ,               ,    16530,       8922,     15958,     16311,        3061,      72785
  982,           ,             ,            ,              ,                ,               ,    16548,       8924,     14959,     16147,        3042,      69814
  983,           ,             ,            ,              ,                ,               ,    16585,       8943,     15957,     16167,        3050,      70810
  984,           ,             ,            ,              ,                ,               ,    16591,       8952,     15957,     16102,        3054,      70810
  985,           ,             ,            ,              ,                ,               ,    16615,       8986,     14958,     16913,        3023,      72806
  986,           ,             ,            ,              ,                ,               ,    16651,       8999,     14960,     16809,        3003,      72805
  987,           ,             ,            ,              ,                ,               ,    16626,       8984,     15959,     16385,        3055,      73801
  988,           ,             ,            ,              ,                ,               ,    16655,       8998,     15955,     16735,        2999,      72805
  989,           ,             ,            ,              ,                ,               ,    16690,       9013,     14961,     16081,        3078,      73802
  990,           ,             ,            ,              ,                ,               ,    16709,       9018,     15976,     17069,        3029,      75796
  991,           ,             ,            ,              ,                ,               ,    16706,       9025,     14959,     16405,        3072,      73803
  992,           ,             ,            ,              ,                ,               ,    16734,       9033,     15957,     16569,        3066,      75797
  993,           ,             ,            ,              ,                ,               ,    16758,       9058,     16984,     16430,        3079,      74770
  994,           ,             ,            ,              ,                ,               ,    16789,       9066,     15958,     16991,        3034,      76792
  995,           ,             ,            ,              ,                ,               ,    16785,       9083,     15957,     16168,        3089,      74800
  996,           ,             ,            ,              ,                ,               ,    16801,       9076,     16954,     16624,        3078,      74801
  997,           ,             ,            ,              ,                ,               ,    16822,       9080,     15956,     16699,        3078,      76794
  998,           ,             ,            ,              ,                ,               ,    16846,       9110,     15958,     17049,        3029,      76793
  999,           ,             ,            ,              ,                ,               ,    16863,       9117,     17911,     16743,        3077,      85769
 1000,           ,             ,            ,              ,                ,               ,    16891,       9137,     16954,     16526,        3097,      81781
 1001,           ,             ,            ,              ,                ,               ,    16902,       9126,     16954,     16555,        3069,      75796
 1002,           ,             ,            ,              ,                ,               ,    16927,       9147,     16954,     17672,        3041,      82777
 1003,           ,             ,            ,              ,                ,               ,    16957,       9169,     15958,     17205,        3121,      86768
 1004,           ,             ,            ,              ,                ,               ,    16966,       9174,     16954,     16694,        3071,      83772
 1005,           ,             ,            ,              ,                ,               ,    16966,       9155,     16955,     16984,        3097,      77791
 1006,           ,             ,            ,              ,                ,               ,    16997,       9193,     14958,     16939,        3092,      77793
 1007,           ,             ,            ,              ,                ,               ,    17009,       9179,     16954,     17287,        3096,      87765
 1008,           ,             ,            ,              ,                ,               ,    17049,       9216,     16962,     16971,        3086,      84771
 1009,           ,             ,            ,              ,                ,               ,    17049,       9196,     16965,     16995,        3127,      85770
 1010,           ,             ,            ,              ,                ,               ,    17054,       9211,     16953,     16358,        3160,      79786
 1011,           ,             ,            ,              ,                ,               ,    17107,       9254,     17949,     16865,        3153,      82779
 1012,           ,             ,            ,              ,                ,               ,    17106,       9245,     17951,     17883,        3090,      85812
 1013,           ,             ,            ,              ,                ,               ,    17130,       9252,     20903,     17559,        3114,      83775
 1014,           ,             ,            ,              ,                ,               ,    17169,       9270,     15955,     17141,        3150,      77793
 1015,           ,             ,            ,              ,                ,               ,    17181,       9262,     15955,     17166,        3156,      79786
 1016,           ,             ,            ,              ,                ,               ,    17156,       9256,     17953,     16923,        3160,      85769
 1017,           ,             ,            ,              ,                ,               ,    17215,       9295,     18949,     17095,        3147,      78789
 1018,           ,             ,            ,              ,                ,               ,    17212,       9304,     15956,     16844,        3155,      86767
 1019,           ,             ,            ,              ,                ,               ,    17274,       9327,     16954,     17253,        3138,      83776
 1020,           ,             ,            ,              ,                ,               ,    17272,       9321,     19946,     17429,        3164,      86769
 1021,           ,             ,            ,              ,                ,               ,    17327,       9349,     17953,     17340,        3146,      80781
 1022,           ,             ,            ,              ,                ,               ,    17314,       9336,     15958,     16794,        3190,      81782
 1023,           ,             ,            ,              ,                ,               ,    17342,       9355,     17962,     17455,        3128,      79787
 1024,           ,             ,            ,              ,                ,               ,    17364,       9375,     15955,     17166,        3187,      78789
 1025,           ,             ,            ,              ,                ,               ,    17376,       9397,     15958,     17197,        3176,      79786
 1026,           ,             ,            ,              ,                ,               ,    17373,       9387,     15955,     17862,        3170,      78790
 1027,           ,             ,            ,              ,                ,               ,    17425,       9411,     15957,     17506,        3171,      78790
 1028,           ,             ,            ,              ,                ,               ,    17428,       9417,     15957,     17471,        3195,      78789
 1029,           ,             ,            ,              ,                ,               ,    17434,       9412,     15955,     17267,        3174,      77793
 1030,           ,             ,            ,              ,                ,               ,    17466,       9426,     15957,     16965,        3163,     113695
 1031,           ,             ,            ,              ,                ,               ,    17475,       9421,     18949,          ,            ,           
 1032,           ,             ,            ,              ,                ,               ,    17508,       9442,     15957,          ,            ,           
 1033,           ,             ,            ,              ,                ,               ,    17550,       9478,     15957,          ,            ,           
 1034,           ,             ,            ,              ,                ,               ,    17553,       9486,     17951,          ,            ,           
 1035,           ,             ,            ,              ,                ,               ,    17560,       9478,     15959,          ,            ,           
 1036,           ,             ,            ,              ,                ,               ,    17572,       9492,     16932,          ,            ,           
 1037,           ,             ,            ,              ,                ,               ,    17596,       9497,     16954,          ,            ,           
 1038,           ,             ,            ,              ,                ,               ,    17649,       9511,     16954,          ,            ,           
 1039,           ,             ,            ,              ,                ,               ,    17657,       9541,     16953,          ,            ,           
 1040,           ,             ,            ,              ,                ,               ,    17625,       9510,     16958,          ,            ,           
 1041,           ,             ,            ,              ,                ,               ,    17673,       9533,     16951,          ,            ,           
 1042,           ,             ,            ,              ,                ,               ,    17682,       9564,     16954,          ,            ,           
 1043,           ,             ,            ,              ,                ,               ,    17725,       9586,     16958,          ,            ,           
 1044,           ,             ,            ,              ,                ,               ,    17761,       9583,     16955,          ,            ,           
 1045,           ,             ,            ,              ,                ,               ,    17764,       9580,     16955,          ,            ,           
 1046,           ,             ,            ,              ,                ,               ,    17764,       9596,     16956,          ,            ,           
 1047,           ,             ,            ,              ,                ,               ,    17841,       9629,     16955,          ,            ,           
 1048,           ,             ,            ,              ,                ,               ,    17834,       9631,     16989,          ,            ,           
 1049,           ,             ,            ,              ,                ,               ,    17842,       9645,     16954,          ,            ,           
 1050,           ,             ,            ,              ,                ,               ,    17857,       9643,     17951,          ,            ,           
 1051,           ,             ,            ,              ,                ,               ,    17875,       9636,     16955,          ,            ,           
 1052,           ,             ,            ,              ,                ,               ,    17925,       9678,     16981,          ,            ,           
 1053,           ,             ,            ,              ,                ,               ,    17929,       9693,     16966,          ,            ,           
 1054,           ,             ,            ,              ,                ,               ,    17906,       9662,     16938,          ,            ,           
 1055,           ,             ,            ,              ,                ,               ,    17936,       9687,     17951,          ,            ,           
 1056,           ,             ,            ,              ,                ,               ,    17987,       9718,     16963,          ,            ,           
 1057,           ,             ,            ,              ,                ,               ,    18016,       9721,     17943,          ,            ,           
 1058,           ,             ,            ,              ,                ,               ,    18039,       9741,     16927,          ,            ,           
 1059,           ,             ,            ,              ,                ,               ,    18048,       9739,     16954,          ,            ,           
 1060,           ,             ,            ,              ,                ,               ,    18066,       9730,     16954,          ,            ,           
 1061,           ,             ,            ,              ,                ,               ,    18081,       9759,     16956,          ,            ,           
 1062,           ,             ,            ,              ,                ,               ,    18075,       9727,     17981,          ,            ,           
 1063,           ,             ,            ,              ,                ,               ,    18116,       9766,     16925,          ,            ,           
 1064,           ,             ,            ,              ,                ,               ,    18162,       9799,     16943,          ,            ,           
 1065,           ,             ,            ,              ,                ,               ,    18162,       9803,     16954,          ,            ,           
 1066,           ,             ,            ,              ,                ,               ,    18185,       9801,     16952,          ,            ,           
 1067,           ,             ,            ,              ,                ,               ,    18187,       9802,     16954,          ,            ,           
 1068,           ,             ,            ,              ,                ,               ,    18231,       9825,     17954,          ,            ,           
 1069,           ,             ,            ,              ,                ,               ,    18207,       9823,     17980,          ,            ,           
 1070,           ,             ,            ,              ,                ,               ,    18274,       9860,     16953,          ,            ,           
 1071,           ,             ,            ,              ,                ,               ,    18283,       9854,     16907,          ,            ,           
 1072,           ,             ,            ,              ,                ,               ,    18311,       9871,     17953,          ,            ,           
 1073,           ,             ,            ,              ,                ,               ,    18297,       9853,     17952,          ,            ,           
 1074,           ,             ,            ,              ,                ,               ,    18313,       9865,     16954,          ,            ,           
 1075,           ,             ,            ,              ,                ,               ,    18339,       9872,     16952,          ,            ,           
 1076,           ,             ,            ,              ,                ,               ,    18385,       9925,     16955,          ,            ,           
 1077,           ,             ,            ,              ,                ,               ,    18386,       9917,     16954,          ,            ,           
 1078,           ,             ,            ,              ,                ,               ,    18434,       9941,     16954,          ,            ,           
 1079,           ,             ,            ,              ,                ,               ,    18439,       9934,     16954,          ,            ,           
 1080,           ,             ,            ,              ,                ,               ,    18464,       9970,     17951,          ,            ,           
 1081,           ,             ,            ,              ,                ,               ,    18473,       9971,     17951,          ,            ,           
 1082,           ,             ,            ,              ,                ,               ,    18527,      10004,     17951,          ,            ,           
 1083,           ,             ,            ,              ,                ,               ,    18564,      10022,     16953,          ,            ,           
 1084,           ,             ,            ,              ,                ,               ,    18525,       9996,     16954,          ,            ,           
 1085,           ,             ,            ,              ,                ,               ,    18564,      10024,     16953,          ,            ,           
 1086,           ,             ,            ,              ,                ,               ,    18579,      10030,     17953,          ,            ,           
 1087,           ,             ,            ,              ,                ,               ,    18621,      10054,     17953,          ,            ,           
 1088,           ,             ,            ,              ,                ,               ,    18652,      10054,     16953,          ,            ,           
 1089,           ,             ,            ,              ,                ,               ,    18675,      10073,     17952,          ,            ,           
 1090,           ,             ,            ,              ,                ,               ,    18687,      10093,     17952,          ,            ,           
 1091,           ,             ,            ,              ,                ,               ,    18703,      10094,     17951,          ,            ,           
 1092,           ,             ,            ,              ,                ,               ,    18713,      10100,     17951,          ,            ,           
 1093,           ,             ,            ,              ,                ,               ,    18711,      10092,     16965,          ,            ,           
 1094,           ,             ,            ,              ,                ,               ,    18736,      10084,     17950,          ,            ,           
 1095,           ,             ,            ,              ,                ,               ,    18765,      10114,     17952,          ,            ,           
 1096,           ,             ,            ,              ,                ,               ,    18792,      10126,     16954,          ,            ,           
 1097,           ,             ,            ,              ,                ,               ,    18830,      10156,     16955,          ,            ,           
 1098,           ,             ,            ,              ,                ,               ,    18793,      10115,     16954,          ,            ,           
 1099,           ,             ,            ,              ,                ,               ,    18857,      10167,     18949,          ,            ,           
 1100,           ,             ,            ,              ,                ,               ,    18887,      10178,     17949,          ,            ,           
 1101,           ,             ,            ,              ,                ,               ,    18870,      10191,     17950,          ,            ,           
 1102,           ,             ,            ,              ,                ,               ,    18899,      10192,     16954,          ,            ,           
 1103,           ,             ,            ,              ,                ,               ,    18913,      10171,     16955,          ,            ,           
 1104,           ,             ,            ,              ,                ,               ,    18944,      10203,     16954,          ,            ,           
 1105,           ,             ,            ,              ,                ,               ,    18985,      10219,     17952,          ,            ,           
 1106,           ,             ,            ,              ,                ,               ,    18998,      10237,     17951,          ,            ,           
 1107,           ,             ,            ,              ,                ,               ,    19004,      10235,     16952,          ,            ,           
 1108,           ,             ,            ,              ,                ,               ,    19060,      10261,     17952,          ,            ,           
 1109,           ,             ,            ,              ,                ,               ,    19051,      10265,     17953,          ,            ,           
 1110,           ,             ,            ,              ,                ,               ,    19089,      10292,     16953,          ,            ,           
 1111,           ,             ,            ,              ,                ,               ,    19073,      10274,     17953,          ,            ,           
 1112,           ,             ,            ,              ,                ,               ,    19089,      10284,     17954,          ,            ,           
 1113,           ,             ,            ,              ,                ,               ,    19137,      10318,     17951,          ,            ,           
 1114,           ,             ,            ,              ,                ,               ,    19121,      10307,     17952,          ,            ,           
 1115,           ,             ,            ,              ,                ,               ,    19172,      10334,     19947,          ,            ,           
 1116,           ,             ,            ,              ,                ,               ,    19202,      10351,     17949,          ,            ,           
 1117,           ,             ,            ,              ,                ,               ,    19229,      10368,     17953,          ,            ,           
 1118,           ,             ,            ,              ,                ,               ,    19258,      10389,     18950,          ,            ,           
 1119,           ,             ,            ,              ,                ,               ,    19268,      10372,     18948,          ,            ,           
 1120,           ,             ,            ,              ,                ,               ,    19288,      10389,     18949,          ,            ,           
 1121,           ,             ,            ,              ,                ,               ,    19288,      10393,     17952,          ,            ,           
 1122,           ,             ,            ,              ,                ,               ,    19299,      10403,     17952,          ,            ,           
 1123,           ,             ,            ,              ,                ,               ,    19323,      10402,     17951,          ,            ,           
 1124,           ,             ,            ,              ,                ,               ,    19314,      10411,     17981,          ,            ,           
 1125,           ,             ,            ,              ,                ,               ,    19364,      10439,     18947,          ,            ,           
 1126,           ,             ,            ,              ,                ,               ,    19382,      10434,     17951,          ,            ,           
 1127,           ,             ,            ,              ,                ,               ,    19395,      10434,     17953,          ,            ,           
 1128,           ,             ,            ,              ,                ,               ,    19413,      10436,     17951,          ,            ,           
 1129,           ,             ,            ,              ,                ,               ,    19421,      10461,     17953,          ,            ,           
 1130,           ,             ,            ,              ,                ,               ,    19496,      10495,     18948,          ,            ,           
 1131,           ,             ,            ,              ,                ,               ,    19488,      10500,     18950,          ,            ,           
 1132,           ,             ,            ,              ,                ,               ,    19507,      10504,     18949,          ,            ,           
 1133,           ,             ,            ,              ,                ,               ,    19511,      10507,     18948,          ,            ,           
 1134,           ,             ,            ,              ,                ,               ,    19542,      10533,     18949,          ,            ,           
 1135,           ,             ,            ,              ,                ,               ,    19564,      10548,     18967,          ,            ,           
 1136,           ,             ,            ,              ,                ,               ,    19592,      10552,     20924,          ,            ,           
 1137,           ,             ,            ,              ,                ,               ,    19591,      10560,     18950,          ,            ,           
 1138,           ,             ,            ,              ,                ,               ,    19626,      10555,     18929,          ,            ,           
 1139,           ,             ,            ,              ,                ,               ,    19623,      10568,     20945,          ,            ,           
 1140,           ,             ,            ,              ,                ,               ,    19633,      10573,     20942,          ,            ,           
 1141,           ,             ,            ,              ,                ,               ,    19694,      10616,     19939,          ,            ,           
 1142,           ,             ,            ,              ,                ,               ,    19700,      10600,     21946,          ,            ,           
 1143,           ,             ,            ,              ,                ,               ,    19722,      10637,     19945,          ,            ,           
 1144,           ,             ,            ,              ,                ,               ,    19724,      10626,     18948,          ,            ,           
 1145,           ,             ,            ,              ,                ,               ,    19740,      10637,     18949,          ,            ,           
 1146,           ,             ,            ,              ,                ,               ,    19730,      10630,     19948,          ,            ,           
 1147,           ,             ,            ,              ,                ,               ,    19743,      10627,     19932,          ,            ,           
 1148,           ,             ,            ,              ,                ,               ,    19827,      10675,     19948,          ,            ,           
 1149,           ,             ,            ,              ,                ,               ,    19841,      10689,     19945,          ,            ,           
 1150,           ,             ,            ,              ,                ,               ,    19862,      10713,     19947,          ,            ,           
 1151,           ,             ,            ,              ,                ,               ,    19890,      10734,     23935,          ,            ,           
 1152,           ,             ,            ,              ,                ,               ,    19910,      10734,     21942,          ,            ,           
 1153,           ,             ,            ,              ,                ,               ,    19898,      10700,     19948,          ,            ,           
 1154,           ,             ,            ,              ,                ,               ,    19939,      10753,     19947,          ,            ,           
 1155,           ,             ,            ,              ,                ,               ,    19985,      10788,     21941,          ,            ,           
 1156,           ,             ,            ,              ,                ,               ,    19982,      10747,     20944,          ,            ,           
 1157,           ,             ,            ,              ,                ,               ,    20035,      10805,     18949,          ,            ,           
 1158,           ,             ,            ,              ,                ,               ,    20005,      10777,     19947,          ,            ,           
 1159,           ,             ,            ,              ,                ,               ,    20017,      10775,     20943,          ,            ,           
 1160,           ,             ,            ,              ,                ,               ,    20069,      10805,     19946,          ,            ,           
 1161,           ,             ,            ,              ,                ,               ,    20088,      10815,     18947,          ,            ,           
 1162,           ,             ,            ,              ,                ,               ,    20112,      10841,     18965,          ,            ,           
 1163,           ,             ,            ,              ,                ,               ,    20114,      10823,     19946,          ,            ,           
 1164,           ,             ,            ,              ,                ,               ,    20143,      10854,     19947,          ,            ,           
 1165,           ,             ,            ,              ,                ,               ,    20173,      10873,     20922,          ,            ,           
 1166,           ,             ,            ,              ,                ,               ,    20187,      10881,     20943,          ,            ,           
 1167,           ,             ,            ,              ,                ,               ,    20189,      10871,     18935,          ,            ,           
 1168,           ,             ,            ,              ,                ,               ,    20225,      10892,     19927,          ,            ,           
 1169,           ,             ,            ,              ,                ,               ,    20243,      10905,     21940,          ,            ,           
 1170,           ,             ,            ,              ,                ,               ,    20259,      10917,     21942,          ,            ,           
 1171,           ,             ,            ,              ,                ,               ,    20269,      10918,     19946,          ,            ,           
 1172,           ,             ,            ,              ,                ,               ,    20320,      10938,     20942,          ,            ,           
