    n, bubble_cmp, bubble_swaps, bubble_time, insertion_cmp, insertion_swaps, insertion_time, heap_cmp, heap_swaps, heap_time, quick_cmp, quick_swaps, quick_time
  300,      44850,        23706,       61834,              ,                ,               ,     4005,       2206,      4988,      4069,         822,       9971
  301,      45150,        23798,       60852,              ,                ,               ,     4033,       2216,      4972,      4135,         829,       8975
  302,      45451,        23889,       57846,              ,                ,               ,     4064,       2235,      3987,      4318,         816,       8985
  303,      45753,        23914,       57843,              ,                ,               ,     4074,       2246,      3993,      4214,         797,       8986
  304,      46056,        24109,       56853,              ,                ,               ,     4078,       2249,      3977,      4395,         815,      10970
  305,      46360,        24341,       57844,              ,                ,               ,     4097,       2253,      4999,      4330,         821,       8976
  306,      46665,        24624,       58841,              ,                ,               ,     4120,       2262,      3990,      4202,         821,       8975
  307,      46971,        24791,       58842,              ,                ,               ,     4117,       2279,      3989,      4111,         842,       9008
  308,      47278,        24874,       60803,              ,                ,               ,     4152,       2294,      3989,      4261,         812,       9974
  309,      47586,        25033,       58842,              ,                ,               ,     4170,       2307,      3999,      4204,         861,       9962
  310,      47895,        25175,       59840,              ,                ,               ,     4192,       2303,      3990,      4277,         827,       9972
  311,      48205,        25183,       58843,              ,                ,               ,     4207,       2317,      3990,      4349,         839,       9971
  312,      48516,        25405,       62838,              ,                ,               ,     4223,       2329,      3983,      4231,         863,       9980
  313,      48828,        25480,       58836,              ,                ,               ,     4213,       2318,      3990,      4369,         829,       9997
  314,      49141,        25687,       60823,              ,                ,               ,     4234,       2327,      3990,      4384,         845,       9996
  315,      49455,        25887,       59803,              ,                ,               ,     4265,       2355,      3990,      4203,         865,       9973
  316,      49770,        25949,       59839,              ,                ,               ,     4279,       2347,      5016,      4481,         842,       8945
  317,      50086,        26055,       59857,              ,                ,               ,     4303,       2369,      4988,      4337,         848,       8950
  318,      50403,        26134,       59837,              ,                ,               ,     4325,       2378,      3989,      4433,         866,       9974
  319,      50721,        26209,       62850,              ,                ,               ,     4325,       2371,      3969,      4474,         864,       9974
  320,      51040,        26488,       65822,              ,                ,               ,     4348,       2382,      3990,      4439,         874,      11968
  321,      51360,        26736,       65822,              ,                ,               ,     4350,       2386,      5984,      4387,         872,       9983
  322,      51681,        26884,       65822,              ,                ,               ,     4377,       2410,      3989,      4582,         867,       9974
  323,      52003,        26955,       63863,              ,                ,               ,     4386,       2409,      3989,      4596,         881,      13961
  324,      52326,        26969,       65824,              ,                ,               ,     4405,       2425,      4986,      4591,         882,       9972
  325,      52650,        27049,       66821,              ,                ,               ,     4435,       2437,      3989,      4618,         894,      10969
  326,      52975,        27132,       64833,              ,                ,               ,     4453,       2438,      3985,      4539,         886,       9974
  327,      53301,        27211,       64825,              ,                ,               ,     4465,       2455,      4018,      4591,         880,      10941
  328,      53628,        27521,       64827,              ,                ,               ,     4469,       2455,      3989,      4683,         901,      10992
  329,      53956,        27669,       71786,              ,                ,               ,     4488,       2461,      5013,      4721,         898,      10976
  330,      54285,        27869,       71775,              ,                ,               ,     4505,       2465,      3989,      4725,         899,       9972
  331,      54615,        28079,       64855,              ,                ,               ,     4526,       2479,      3989,      4637,         897,       9982
  332,      54946,        28243,       64827,              ,                ,               ,     4539,       2483,      4986,      4645,         918,      10972
  333,      55278,        28244,       66819,              ,                ,               ,     4570,       2502,      4987,      4726,         894,      10969
  334,      55611,        28295,       69813,              ,                ,               ,     4588,       2513,      5996,      4789,         895,      11956
  335,      55945,        28426,       72803,              ,                ,               ,     4605,       2528,      4990,      4746,         927,       9972
  336,      56280,        28745,       73803,              ,                ,               ,     4603,       2529,      5027,      4952,         897,      11926
  337,      56616,        28831,       74800,              ,                ,               ,     4613,       2527,      4986,      5044,         910,      12966
  338,      56953,        28874,       73801,              ,                ,               ,     4625,       2530,      4986,      4869,         917,      12966
  339,      57291,        28986,       69813,              ,                ,               ,     4650,       2544,      3988,      4849,         917,       9973
  340,      57630,        29173,       67819,              ,                ,               ,     4668,       2567,      4986,      4942,         931,      11968
  341,      57970,        29353,       71811,              ,                ,               ,     4686,       2571,      4983,      4867,         934,      12987
  342,      58311,        29418,       76771,              ,                ,               ,     4696,       2585,      4002,      4757,         944,      12973
  343,      58653,        29579,       71792,              ,                ,               ,     4718,       2590,      4981,      4884,         930,      11967
  344,      58996,        29908,       75798,              ,                ,               ,     4737,       2597,      4985,      4836,         956,      12965
  345,      59340,        30082,       71808,              ,                ,               ,     4751,       2603,      3962,      4766,         954,      11969
  346,      59685,        30259,       75795,              ,                ,               ,     4775,       2612,      4985,      4787,         947,      10970
  347,      60031,        30295,       75798,              ,                ,               ,     4784,       2628,      3989,      5156,         941,      12975
  348,      60378,        30466,       72794,              ,                ,               ,     4799,       2621,      4987,      4986,         934,      12002
  349,      60726,        30526,       72771,              ,                ,               ,     4828,       2647,      5016,      4912,         950,      11951
  350,      61075,        30854,       76780,              ,                ,               ,     4815,       2633,      5025,      4922,         966,      11929
  351,      61425,        31077,       79786,              ,                ,               ,     4848,       2652,      4985,      5020,         951,      11969
  352,      61776,        31396,       78788,              ,                ,               ,     4855,       2653,      5985,      4919,         971,      12979
  353,      62128,        31577,       80770,              ,                ,               ,     4861,       2664,      3988,      4933,         955,      10951
  354,      62481,        31609,       73803,              ,                ,               ,     4897,       2684,      4986,      5360,         971,      11986
  355,      62835,        31777,       76775,              ,                ,               ,     4926,       2712,      4985,      5089,         948,      11969
  356,      63190,        32102,       81780,              ,                ,               ,     4930,       2703,      4986,      5115,         963,      12964
  357,      63546,        32287,       82779,              ,                ,               ,     4944,       2716,      5982,      4953,         973,      12966
  358,      63903,        32293,       83777,              ,                ,               ,     4972,       2726,      4985,      5002,         970,      12965
  359,      64261,        32584,       81814,              ,                ,               ,     4987,       2735,      5949,      5068,         981,      11983
  360,      64620,        32905,       80810,              ,                ,               ,     5010,       2744,      3989,      5033,         980,      11968
  361,      64980,        33017,       81811,              ,                ,               ,     5027,       2762,      3989,      5087,         982,      12965
  362,      65341,        33315,       77789,              ,                ,               ,     5027,       2752,      3989,      5082,         988,      12967
  363,      65703,        33497,       78787,              ,                ,               ,     5042,       2754,      4986,      5248,        1005,      15003
  364,      66066,        33518,       82737,              ,                ,               ,     5065,       2777,      4985,      5226,        1001,      14961
  365,      66430,        33740,       83774,              ,                ,               ,     5077,       2785,      5002,      5195,         993,      11968
  366,      66795,        33935,       80783,              ,                ,               ,     5111,       2810,      4986,      5208,        1014,      11968
  367,      67161,        34260,       80783,              ,                ,               ,     5131,       2815,      3994,      5166,        1015,      12017
  368,      67528,        34302,       88748,              ,                ,               ,     5146,       2827,      4986,      5210,        1014,      14960
  369,      67896,        34336,       82798,              ,                ,               ,     5150,       2823,      4969,      5236,        1017,      11936
  370,      68265,        34561,       80785,              ,                ,               ,     5157,       2828,      3997,      5197,        1024,      13009
  371,      68635,        34589,       81738,              ,                ,               ,     5192,       2846,      4017,      5402,        1021,      13935
  372,      69006,        34762,       82777,              ,                ,               ,     5212,       2867,      4987,      5358,        1032,      12965
  373,      69378,        35014,       82776,              ,                ,               ,     5206,       2855,      4986,      5326,        1018,      12966
  374,      69751,        35303,       82777,              ,                ,               ,     5228,       2872,      4996,      5407,        1035,      12956
  375,      70125,        35343,       83774,              ,                ,               ,     5251,       2890,      3989,      5254,        1050,      12966
  376,      70500,        35380,       82777,              ,                ,               ,     5262,       2885,      3989,      5352,        1026,      11967
  377,      70876,        35408,       81782,              ,                ,               ,     5287,       2913,      4986,      5394,        1029,      13963
  378,      71253,        35454,       83794,              ,                ,               ,     5303,       2903,      4968,      5470,        1039,      12943
  379,      71631,        35773,       91752,              ,                ,               ,     5310,       2914,      4987,      5548,        1059,      14957
  380,      72010,        36056,       93751,              ,                ,               ,     5322,       2905,      5983,      5533,        1061,      13962
  381,      72390,        36151,       93749,              ,                ,               ,     5345,       2933,      4994,      5330,        1067,      12982
  382,      72771,        36338,       92727,              ,                ,               ,     5344,       2916,      4950,      5323,        1070,      14959
  383,      73153,        36698,       92752,              ,                ,               ,     5387,       2958,      5983,      5493,        1065,      14959
  384,      73536,        36842,       93750,              ,                ,               ,     5381,       2948,      6024,      5480,        1066,      14939
  385,      73920,        37122,       94749,              ,                ,               ,     5433,       2982,      4969,      5551,        1064,      14940
  386,      74305,        37325,       90757,              ,                ,               ,     5440,       2987,      4987,      5325,        1056,      13961
  387,      74691,        37620,       91773,              ,                ,               ,     5432,       2974,      5013,      5717,        1074,      14929
  388,      75078,        37849,       91754,              ,                ,               ,     5458,       2983,      5986,      5574,        1080,      16922
  389,      75466,        37963,       95744,              ,                ,               ,     5494,       3019,      5014,      5503,        1066,      15929
  390,      75855,        37981,       94746,              ,                ,               ,     5509,       3021,      5999,      5517,        1092,      13947
  391,      76245,        38180,       90757,              ,                ,               ,     5517,       3022,      5983,      5396,        1068,      13968
  392,      76636,        38355,       89754,              ,                ,               ,     5556,       3039,      4986,      5804,        1064,      13963
  393,      77028,        38398,       91754,              ,                ,               ,     5567,       3052,      4985,      5773,        1074,      14000
  394,      77421,        38727,       91717,              ,                ,               ,     5562,       3055,      4964,      5646,        1072,      14961
  395,      77815,        39013,       92750,              ,                ,               ,     5584,       3063,      5984,      5712,        1103,      13989
  396,      78210,        39367,       92753,              ,                ,               ,     5599,       3069,      5003,      6054,        1063,      14943
  397,      78606,        39673,       93755,              ,                ,               ,     5632,       3087,      4980,      5824,        1083,      14960
  398,      79003,        40021,       94768,              ,                ,               ,     5622,       3071,      4964,      5692,        1119,      14979
  399,      79401,        40222,       95737,              ,                ,               ,     5637,       3086,      5953,      5815,        1089,      16954
  400,      79800,        40595,       95743,              ,                ,               ,     5684,       3113,      4986,      5668,        1115,      14951
  401,      80200,        40866,       95743,              ,                ,               ,     5699,       3120,      5000,      6036,        1103,      16941
  402,      80601,        40947,       95743,              ,                ,               ,     5699,       3117,      4987,      5703,        1125,      14959
  403,      81003,        40981,       96741,              ,                ,               ,     5722,       3127,      4986,      5722,        1133,      15957
  404,      81406,        41136,       96740,              ,                ,               ,     5733,       3144,      4986,      5769,        1106,      14959
  405,      81810,        41499,       96740,              ,                ,               ,     5760,       3153,      5984,      5873,        1109,      14961
  406,      82215,        41608,       98736,              ,                ,               ,     5787,       3164,      4986,      5944,        1103,      13961
  407,      82621,        41762,       97754,              ,                ,               ,     5795,       3174,      4971,      5962,        1109,      15939
  408,      83028,        42075,      100745,              ,                ,               ,     5808,       3177,      5968,      5848,        1135,      14960
  409,           ,             ,            ,              ,                ,               ,     5825,       3196,      5983,      6181,        1123,      14976
  410,           ,             ,            ,              ,                ,               ,     5839,       3200,      5967,      5907,        1120,      14959
  411,           ,             ,            ,              ,                ,               ,     5847,       3194,      6017,      5972,        1121,      14926
  412,           ,             ,            ,              ,                ,               ,     5893,       3231,      5984,      6265,        1130,      15956
  413,           ,             ,            ,              ,                ,               ,     5905,       3238,      4986,      6394,        1131,      14961
  414,           ,             ,            ,              ,                ,               ,     5924,       3249,      5000,      6083,        1145,      14934
  415,           ,             ,            ,              ,                ,               ,     5922,       3251,      4989,      6169,        1133,      14958
  416,           ,             ,            ,              ,                ,               ,     5935,       3247,      4986,      6014,        1167,      15977
  417,           ,             ,            ,              ,                ,               ,     5968,       3277,      5972,      5964,        1138,      16946
  418,           ,             ,            ,              ,                ,               ,     5999,       3290,      5984,      6048,        1156,      15957
  419,           ,             ,            ,              ,                ,               ,     6037,       3316,      4987,      6220,        1122,      15947
  420,           ,             ,            ,              ,                ,               ,     6035,       3299,      4986,      6344,        1163,      15933
  421,           ,             ,            ,              ,                ,               ,     6060,       3323,      5984,      6038,        1194,      15957
  422,           ,             ,            ,              ,                ,               ,     6075,       3331,      5985,      6313,        1151,      16974
  423,           ,             ,            ,              ,                ,               ,     6084,       3344,      5964,      5968,        1153,      15957
  424,           ,             ,            ,              ,                ,               ,     6121,       3358,      5983,      6214,        1158,      15978
  425,           ,             ,            ,              ,                ,               ,     6137,       3374,      5966,      6258,        1163,      16950
  426,           ,             ,            ,              ,                ,               ,     6136,       3372,      5984,      6595,        1172,      16954
  427,           ,             ,            ,              ,                ,               ,     6162,       3379,      5984,      6175,        1205,      16953
  428,           ,             ,            ,              ,                ,               ,     6174,       3391,      5985,      6457,        1203,      15958
  429,           ,             ,            ,              ,                ,               ,     6182,       3391,      5984,      6629,        1169,      15956
  430,           ,             ,            ,              ,                ,               ,     6218,       3415,      5986,      6582,        1188,      16961
  431,           ,             ,            ,              ,                ,               ,     6223,       3415,      5974,      6652,        1204,      16954
  432,           ,             ,            ,              ,                ,               ,     6241,       3432,      6022,      6351,        1194,      16915
  433,           ,             ,            ,              ,                ,               ,     6280,       3452,      6019,      6676,        1183,      16919
  434,           ,             ,            ,              ,                ,               ,     6293,       3461,      5996,      6246,        1204,      15957
  435,           ,             ,            ,              ,                ,               ,     6304,       3457,      4995,      6503,        1178,      16929
  436,           ,             ,            ,              ,                ,               ,     6342,       3482,      5983,      6419,        1237,      15926
  437,           ,             ,            ,              ,                ,               ,     6349,       3491,      5981,      6492,        1206,      16945
  438,           ,             ,            ,              ,                ,               ,     6364,       3501,      5990,      6525,        1223,      16955
  439,           ,             ,            ,              ,                ,               ,     6394,       3507,      5984,      6234,        1250,      16951
  440,           ,             ,            ,              ,                ,               ,     6401,       3523,      5985,      6776,        1180,      16983
  441,           ,             ,            ,              ,                ,               ,     6419,       3533,      5988,      6442,        1227,      16954
  442,           ,             ,            ,              ,                ,               ,     6422,       3527,      5982,      6375,        1253,      16954
  443,           ,             ,            ,              ,                ,               ,     6450,       3541,      5983,      6541,        1211,      16954
  444,           ,             ,            ,              ,                ,               ,     6474,       3548,      5985,      6528,        1251,      17952
  445,           ,             ,            ,              ,                ,               ,     6457,       3525,      5982,      6655,        1241,      17953
  446,           ,             ,            ,              ,                ,               ,     6505,       3575,      5984,      6708,        1251,      17951
  447,           ,             ,            ,              ,                ,               ,     6506,       3575,      5984,      6508,        1249,      18960
  448,           ,             ,            ,              ,                ,               ,     6525,       3577,      6004,      6481,        1243,      17919
  449,           ,             ,            ,              ,                ,               ,     6552,       3589,      5983,      6504,        1249,      17952
  450,           ,             ,            ,              ,                ,               ,     6571,       3597,      5983,      6697,        1260,      17949
  451,           ,             ,            ,              ,                ,               ,     6571,       3595,      5982,      6695,        1260,      17937
  452,           ,             ,            ,              ,                ,               ,     6594,       3612,      5983,      6568,        1262,      18949
  453,           ,             ,            ,              ,                ,               ,     6621,       3644,      5984,      6360,        1291,      17938
  454,           ,             ,            ,              ,                ,               ,     6628,       3635,      5982,      6631,        1252,      17953
  455,           ,             ,            ,              ,                ,               ,     6643,       3651,      6981,      6860,        1276,      17952
  456,           ,             ,            ,              ,                ,               ,     6669,       3666,      5982,      6523,        1307,      17951
  457,           ,             ,            ,              ,                ,               ,     6690,       3658,      5984,      6708,        1286,      16955
  458,           ,             ,            ,              ,                ,               ,     6699,       3676,      5983,      7255,        1258,      17950
  459,           ,             ,            ,              ,                ,               ,     6718,       3691,      5983,      7133,        1263,      17952
  460,           ,             ,            ,              ,                ,               ,     6751,       3701,      5983,      7008,        1303,      20945
  461,           ,             ,            ,              ,                ,               ,     6757,       3703,      5983,      6762,        1309,      18948
  462,           ,             ,            ,              ,                ,               ,     6779,       3695,      5981,      6647,        1306,      18950
  463,           ,             ,            ,              ,                ,               ,     6796,       3722,      5983,      7155,        1283,      17950
  464,           ,             ,            ,              ,                ,               ,     6817,       3731,      6983,      6879,        1290,      17951
  465,           ,             ,            ,              ,                ,               ,     6837,       3745,      5983,      6818,        1317,      18949
  466,           ,             ,            ,              ,                ,               ,     6838,       3743,      5983,      6686,        1332,      18949
  467,           ,             ,            ,              ,                ,               ,     6857,       3754,      5984,      6948,        1339,      18946
  468,           ,             ,            ,              ,                ,               ,     6877,       3764,      5984,      7219,        1332,      18947
  469,           ,             ,            ,              ,                ,               ,     6897,       3779,      5983,      6954,        1321,      18949
  470,           ,             ,            ,              ,                ,               ,     6913,       3782,      5983,      6857,        1316,      18949
  471,           ,             ,            ,              ,                ,               ,     6937,       3803,      5983,      7177,        1322,      18967
  472,           ,             ,            ,              ,                ,               ,     6933,       3785,      5984,      6891,        1339,      19945
  473,           ,             ,            ,              ,                ,               ,     6976,       3812,      6981,      7187,        1323,      19946
  474,           ,             ,            ,              ,                ,               ,     6993,       3840,      5983,      6985,        1332,      18949
  475,           ,             ,            ,              ,                ,               ,     6990,       3838,      6981,      7131,        1364,      18949
  476,           ,             ,            ,              ,                ,               ,     7007,       3840,      6982,      7255,        1321,      19946
  477,           ,             ,            ,              ,                ,               ,     7044,       3857,      5983,      7305,        1350,      20949
  478,           ,             ,            ,              ,                ,               ,     7037,       3856,      6975,      7118,        1350,      18949
  479,           ,             ,            ,              ,                ,               ,     7056,       3859,      5983,      7120,        1363,      20961
  480,           ,             ,            ,              ,                ,               ,     7088,       3876,      6992,      7734,        1342,      20916
  481,           ,             ,            ,              ,                ,               ,     7087,       3880,      6981,      7113,        1381,      19963
  482,           ,             ,            ,              ,                ,               ,     7115,       3898,      6965,      7209,        1392,      20940
  483,           ,             ,            ,              ,                ,               ,     7132,       3903,      6981,      7213,        1375,      19948
  484,           ,             ,            ,              ,                ,               ,     7144,       3909,      6981,      7275,        1369,      20978
  485,           ,             ,            ,              ,                ,               ,     7170,       3931,      6946,      7234,        1379,      21941
  486,           ,             ,            ,              ,                ,               ,     7192,       3933,      6981,      7476,        1395,      20942
  487,           ,             ,            ,              ,                ,               ,     7207,       3952,      5985,      7506,        1397,      20944
  488,           ,             ,            ,              ,                ,               ,     7231,       3962,      6981,      7449,        1413,      20968
  489,           ,             ,            ,              ,                ,               ,     7242,       3971,      6956,      7426,        1387,      20943
  490,           ,             ,            ,              ,                ,               ,     7245,       3960,      6980,      7687,        1385,      20945
  491,           ,             ,            ,              ,                ,               ,     7275,       3981,      6981,      7570,        1399,      20943
  492,           ,             ,            ,              ,                ,               ,     7294,       3985,      6981,      7739,        1384,      20941
  493,           ,             ,            ,              ,                ,               ,     7292,       3996,      6981,      7535,        1386,      20945
  494,           ,             ,            ,              ,                ,               ,     7324,       4005,      6980,      7599,        1407,      20944
  495,           ,             ,            ,              ,                ,               ,     7338,       4003,      6980,      7433,        1407,      19947
  496,           ,             ,            ,              ,                ,               ,     7354,       4016,      7977,      7449,        1429,      21942
  497,           ,             ,            ,              ,                ,               ,     7370,       4028,      6981,      7332,        1428,      20943
  498,           ,             ,            ,              ,                ,               ,     7370,       4032,      6981,      7208,        1409,      20944
  499,           ,             ,            ,              ,                ,               ,     7413,       4050,      6981,      7320,        1409,      20976
  500,           ,             ,            ,              ,                ,               ,     7419,       4054,      6981,      7681,        1425,      21941
  501,           ,             ,            ,              ,                ,               ,     7448,       4077,      6990,      7611,        1428,      21919
  502,           ,             ,            ,              ,                ,               ,     7467,       4085,      7977,      7365,        1448,      21941
  503,           ,             ,            ,              ,                ,               ,     7485,       4085,      7977,      7643,        1459,      21941
  504,           ,             ,            ,              ,                ,               ,     7498,       4113,      6993,      8343,        1429,      21941
  505,           ,             ,            ,              ,                ,               ,     7519,       4112,      6986,      7799,        1437,      21942
  506,           ,             ,            ,              ,                ,               ,     7521,       4110,      6974,      7682,        1465,      22955
  507,           ,             ,            ,              ,                ,               ,     7574,       4145,      6982,      7699,        1472,      22952
  508,           ,             ,            ,              ,                ,               ,     7575,       4146,      7964,      7832,        1449,      21946
  509,           ,             ,            ,              ,                ,               ,     7576,       4141,      6980,      7501,        1429,      21942
  510,           ,             ,            ,              ,                ,               ,     7602,       4158,      6965,      7797,        1465,      21931
  511,           ,             ,            ,              ,                ,               ,     7613,       4157,      6981,      7837,        1453,      21943
  512,           ,             ,            ,              ,                ,               ,     7625,       4165,      6980,      7684,        1444,      22939
  513,           ,             ,            ,              ,                ,               ,     7652,       4184,      6981,      7689,        1460,      22938
  514,           ,             ,            ,              ,                ,               ,     7642,       4175,      6981,      7769,        1475,      21939
  515,           ,             ,            ,              ,                ,               ,     7684,       4207,      6982,      7949,        1482,      22938
  516,           ,             ,            ,              ,                ,               ,     7705,       4206,      6981,      7588,        1476,      21924
  517,           ,             ,            ,              ,                ,               ,     7730,       4221,      6981,      8198,        1455,      23935
  518,           ,             ,            ,              ,                ,               ,     7733,       4239,      6981,      7591,        1490,      21942
  519,           ,             ,            ,              ,                ,               ,     7760,       4249,      6967,      7725,        1500,      23937
  520,           ,             ,            ,              ,                ,               ,     7767,       4244,      8006,      7754,        1519,      23907
  521,           ,             ,            ,              ,                ,               ,     7808,       4270,      7978,      7858,        1499,      22938
  522,           ,             ,            ,              ,                ,               ,     7815,       4257,      7978,      8025,        1509,      22938
  523,           ,             ,            ,              ,                ,               ,     7827,       4275,      6967,      7992,        1511,      23936
  524,           ,             ,            ,              ,                ,               ,     7840,       4279,      7978,      8017,        1493,      22938
  525,           ,             ,            ,              ,                ,               ,     7874,       4297,      6981,      8110,        1497,      22929
  526,           ,             ,            ,              ,                ,               ,     7875,       4304,      6981,      7875,        1512,      23935
  527,           ,             ,            ,              ,                ,               ,     7909,       4313,      6981,      7973,        1538,      23946
  528,           ,             ,            ,              ,                ,               ,     7929,       4340,      6981,      8460,        1497,      23935
  529,           ,             ,            ,              ,                ,               ,     7940,       4336,      7996,      8212,        1525,      24916
  530,           ,             ,            ,              ,                ,               ,     7959,       4349,      7977,      7891,        1552,      23936
  531,           ,             ,            ,              ,                ,               ,     7973,       4364,      7978,      8279,        1523,      23935
  532,           ,             ,            ,              ,                ,               ,     7993,       4364,      7980,      8152,        1531,      24931
  533,           ,             ,            ,              ,                ,               ,     8035,       4384,      7978,      8194,        1549,      24933
  534,           ,             ,            ,              ,                ,               ,     8040,       4383,      7982,      8211,        1522,      24934
  535,           ,             ,            ,              ,                ,               ,     8077,       4412,      7990,      8280,        1564,      24916
  536,           ,             ,            ,              ,                ,               ,     8081,       4393,      7015,      8298,        1546,      24899
  537,           ,             ,            ,              ,                ,               ,     8108,       4434,      7978,      8193,        1540,      24932
  538,           ,             ,            ,              ,                ,               ,     8122,       4413,      6986,      8118,        1571,      26929
  539,           ,             ,            ,              ,                ,               ,     8137,       4443,      7977,      8481,        1529,      24933
  540,           ,             ,            ,              ,                ,               ,     8137,       4447,      8005,      8005,        1539,      25904
  541,           ,             ,            ,              ,                ,               ,     8169,       4447,      7978,      8332,        1554,      23935
  542,           ,             ,            ,              ,                ,               ,     8191,       4476,      7977,      8215,        1547,      24933
  543,           ,             ,            ,              ,                ,               ,     8203,       4482,      7998,      8345,        1560,      24916
  544,           ,             ,            ,              ,                ,               ,     8234,       4488,      6980,      8133,        1586,      24932
  545,           ,             ,            ,              ,                ,               ,     8239,       4494,      7978,      8169,        1571,      24933
  546,           ,             ,            ,              ,                ,               ,     8282,       4530,      7978,      8133,        1589,      25930
  547,           ,             ,            ,              ,                ,               ,     8277,       4516,      7948,      8272,        1595,      25939
  548,           ,             ,            ,              ,                ,               ,     8283,       4527,      7970,      8060,        1594,      24933
  549,           ,             ,            ,              ,                ,               ,     8319,       4541,      7978,      8578,        1573,      25925
  550,           ,             ,            ,              ,                ,               ,     8337,       4540,      7977,      8459,        1594,      25930
  551,           ,             ,            ,              ,                ,               ,     8333,       4545,      7978,      8374,        1576,      25929
  552,           ,             ,            ,              ,                ,               ,     8364,       4559,      8986,      8502,        1616,      25922
  553,           ,             ,            ,              ,                ,               ,     8374,       4576,      7978,      8894,        1578,      26926
  554,           ,             ,            ,              ,                ,               ,     8416,       4589,      7978,      8531,        1604,      26929
  555,           ,             ,            ,              ,                ,               ,     8422,       4602,      7977,      9013,        1591,      25930
  556,           ,             ,            ,              ,                ,               ,     8431,       4600,      7978,      8659,        1616,      25930
  557,           ,             ,            ,              ,                ,               ,     8429,       4592,      7979,      8735,        1625,      25930
  558,           ,             ,            ,              ,                ,               ,     8469,       4611,      7978,      8629,        1609,      26927
  559,           ,             ,            ,              ,                ,               ,     8487,       4624,      7978,      8560,        1637,      25929
  560,           ,             ,            ,              ,                ,               ,     8530,       4647,      7978,      8515,        1597,      24933
  561,           ,             ,            ,              ,                ,               ,     8525,       4639,      7979,      8826,        1640,      25929
  562,           ,             ,            ,              ,                ,               ,     8542,       4669,      7978,      8712,        1606,      24935
  563,           ,             ,            ,              ,                ,               ,     8592,       4691,      7978,      8721,        1611,      26928
  564,           ,             ,            ,              ,                ,               ,     8568,       4682,      8976,      8630,        1630,      26930
  565,           ,             ,            ,              ,                ,               ,     8609,       4684,      8003,      8392,        1636,      26900
  566,           ,             ,            ,              ,                ,               ,     8624,       4715,      7978,      8529,        1628,      26967
  567,           ,             ,            ,              ,                ,               ,     8642,       4711,      7946,      8863,        1616,      26919
  568,           ,             ,            ,              ,                ,               ,     8656,       4721,      7979,      8635,        1634,      26925
  569,           ,             ,            ,              ,                ,               ,     8675,       4735,      7978,      8812,        1653,      26929
  570,           ,             ,            ,              ,                ,               ,     8706,       4746,      8977,      8451,        1655,      26927
  571,           ,             ,            ,              ,                ,               ,     8694,       4738,      8976,      8595,        1667,      26927
  572,           ,             ,            ,              ,                ,               ,     8720,       4750,      8017,      8790,        1656,      26947
  573,           ,             ,            ,              ,                ,               ,     8739,       4767,      8957,      8774,        1653,      26937
  574,           ,             ,            ,              ,                ,               ,     8757,       4773,      7978,      9140,        1648,      27926
  575,           ,             ,            ,              ,                ,               ,     8778,       4789,      7979,      9131,        1646,      26924
  576,           ,             ,            ,              ,                ,               ,     8780,       4783,      8976,      8745,        1689,      27927
  577,           ,             ,            ,              ,                ,               ,     8840,       4817,      7978,      9144,        1664,      27946
